name,type,cell_id,google_id,status,search,source,geometry,neighborhood,x,y,id
Jackson Mann Community Center,Community Spaces,Cell 139,ChIJ5VL6kc5544kRfrQMgDiMnVQ,checked,community center,google_api,"c(-71.137571, 42.353103)",Allston,-71.137571,42.353103,942
Jackson Square,Parks,Cell 120,ChIJd5NqFkl444kRC0IFgqRZ4x4,checked,park,google_api,"c(-71.152846, 42.34611)",Brighton,-71.152846,42.34611,943
Jackson Square,Parks,Cell 95,ChIJv8riT4B544kRsweiBZStY1c,checked,square,google_api,"c(-71.099778, 42.323204)",Jamaica Plain,-71.099778,42.323204,944
Jackson Square Playground,Parks,Cell 95,ChIJySri7YB544kRU8ru4RcRpFI,checked,square,google_api,"c(-71.099152, 42.32426)",Jamaica Plain,-71.099152,42.32426,947
Jackson Square Tennis Court,Parks,Cell 95,NA,new,NA,humancoding_fall,"c(-71.0989675, 42.3246997)",Jamaica Plain,-71.0989675,42.3246997,948
Jackson Squre Basketball Court,Parks,Cell 95,NA,new,NA,humancoding_fall,"c(-71.0990911, 42.3244084)",Jamaica Plain,-71.0990911,42.3244084,949
Jaharis Courtyard,Parks,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0619995, 42.3492321)",Chinatown,-71.0619995,42.3492321,950
Jaho Coffee & Tea,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0754012, 42.3379327)",South End,-71.0754012,42.3379327,951
Jamaica Plain Branch of the Boston Public Library,Community Spaces,Cell 74,ChIJJ214YGl544kRj1heOgH5oWw,"checked, visited",library,google_api,"c(-71.114945, 42.308868)",Jamaica Plain,-71.114945,42.308868,952
Jamaica Plain Community Center,Community Spaces,Cell 75,ChIJK1yELGZ544kRusAFMW400hQ,checked,community center,google_api,"c(-71.109228, 42.306584)",Jamaica Plain,-71.109228,42.306584,953
Jamaica Plain Regional Office,Community Spaces,Cell 83,ChIJ6bS0cm5544kRmlxHVgoIjr4,checked,city hall,google_api,"c(-71.11454, 42.313238)",Jamaica Plain,-71.11454,42.313238,955
"Jamaica Plain Skatepark
",Parks,Cell 84,NA,new,NA,humancoding_fall,"c(-71.1056323, 42.3138818)",Jamaica Plain,-71.1056323,42.3138818,956
"Jamaica Plain Spanish SDA Church
",Places of Worship,Cell 75,NA,new,NA,humancoding_fall,"c(-71.1103033, 42.3099082)",Jamaica Plain,-71.1103033,42.3099082,957
Jamaica Pond Park,Parks,Cell 83,ChIJkV4xslt544kRtevNNhRpSvU,checked,park,google_api,"c(-71.117487, 42.315876)",Jamaica Plain,-71.117487,42.315876,958
"Jamaica Pond parkrun
",Parks,Cell 83,NA,new,NA,humancoding_fall,"c(-71.1173655, 42.3201871)",Jamaica Plain,-71.1173655,42.3201871,959
James H Roberts Playground,Parks,Cell 158,NA,new,NA,humancoding_fall,"c(-71.1251243, 42.3596332)",Allston,-71.1251243,42.3596332,960
James P. Kelleher Rose Garden,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0949218, 42.3419564)",Fenway,-71.0949218,42.3419564,961
James R. O’Connor Stadium,Parks,Cell 21,NA,new,NA,humancoding_fall,"c(-71.1654625, 42.2778369)",West Roxbury,-71.1654625,42.2778369,962
Jardin De La Amistad Community Garden,Parks,Cell 109,NA,new,NA,humancoding_fall,"c(-71.0754549, 42.3257878)",Roxbury,-71.0754549,42.3257878,964
"JCC Early Learning Center, Brookline/Brighton",Community Spaces,Cell 105,NA,new,NA,humancoding_fall,"c(-71.1499606, 42.337968)",Brighton,-71.1499606,42.337968,965
Jeep Jones Park,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,"c(-71.09203879, 42.33087382)",Roxbury,-71.09203879,42.33087382,966
Jefferson Playground,Parks,Cell 94,NA,new,NA,humancoding_fall,"c(-71.108484, 42.3260912)",Jamaica Plain,-71.108484,42.3260912,967
Jeffries Point Neighborhood Association,Community Spaces,Cell 185,NA,new,NA,humancoding_fall,"c(-71.0334336, 42.3658953)",East Boston,-71.0334336,42.3658953,968
Jehovah Witnesses,Places of Worship,Cell 17,NA,new,NA,humancoding_fall,"c(-71.1277223, 42.2555789)",Hyde Park,-71.1277223,42.2555789,969
Jenney Plaza,Parks,Cell 174,NA,new,NA,humancoding_fall,"c(-71.0533374, 42.3587105)",Downtown,-71.0533374,42.3587105,970
Jim Rice Field at Ramsay Park,Parks,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0808288, 42.3337555)",Roxbury,-71.0808288,42.3337555,971
Jim Roche Community Arena,Parks,Cell 21,NA,new,NA,humancoding_fall,"c(-71.1732142, 42.276734)",West Roxbury,-71.1732142,42.276734,972
Jimmies Cafe,Social Businesses,Cell 44,ChIJK5IPWMx-44kRlbzW8LpnWuE,checked,cafe,google_api,"c(-71.129205, 42.285933)",Roslindale,-71.129205,42.285933,973
Joe Ciampa Garden,Parks,Cell 184,NA,new,NA,humancoding_fall,"c(-71.0364712, 42.3658773)",East Boston,-71.0364712,42.3658773,974
Joe Moakley Park,Parks,Cell 111,ChIJ88PHH_Z644kRdcWoyyCvMsU,checked,park,google_api,"c(-71.049871, 42.325682)",South Boston,-71.049871,42.325682,975
Joe Moakley Park Tennis Courts,Parks,Cell 128,NA,new,NA,humancoding_fall,"c(-71.0505362, 42.3281159)",South Boston,-71.0505362,42.3281159,976
Joe's 320 Cafe,Social Businesses,Cell 21,ChIJd-NTeGx_44kRiHjNPGqoiJ4,checked,cafe,google_api,"c(-71.172171, 42.271716)",West Roxbury,-71.172171,42.271716,977
John Eliot Square,Parks,Cell 107,ChIJxXo2-yV644kRuZfY8OjMTBg,"checked, visited",square,google_api,"c(-71.09081, 42.329969)",Roxbury,-71.09081,42.329969,978
John F. Kennedy Presidential Library and Museum,Community Spaces,Cell 112,ChIJSQcpaOR644kRJF6XrwoOG5E,checked,library,google_api,"c(-71.034215, 42.316274)",Dorchester,-71.034215,42.316274,979
John Joseph Hickey Courts,Parks,Cell 10,NA,new,NA,humancoding_fall,"c(-71.1338882, 42.2542381)",Hyde Park,-71.1338882,42.2542381,980
John Joseph Moakley Law Library,Community Spaces,Cell 174,ChIJB_h0TYNw44kRveq6HAAJpP8,checked,library,google_api,"c(-71.061012, 42.356879)",Downtown,-71.061012,42.356879,981
John P Holland Community Council,Community Spaces,Cell 86,ChIJpckVi8d744kRQQqzCD1CZN4,checked,community center,google_api,"c(-71.073808, 42.306174)",Dorchester,-71.073808,42.306174,982
John's Barber Shop,Social Businesses,Cell 77,NA,new,NA,humancoding_fall,"c(-71.0856764, 42.3007594)",Dorchester,-71.0856764,42.3007594,984
Johnson Park,Parks,Cell 75,NA,new,NA,humancoding_fall,"c(-71.1079238, 42.3113035)",Jamaica Plain,-71.1079238,42.3113035,985
Joi Salon,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0508361, 42.3639829)",North End,-71.0508361,42.3639829,986
Joseph Finnegan Park,Parks,Cell 72,ChIJrbBVfXJ744kROUEbYeq-udA,checked,park,google_api,"c(-71.038618, 42.289536)",Dorchester,-71.038618,42.289536,987
Joseph P. Healey Library,Community Spaces,Cell 100,ChIJZ5jQHf1644kRSl-DdxvtCOA,checked,library,google_api,"c(-71.039709, 42.313461)",Dorchester,-71.039709,42.313461,988
Josephine A. Fiorentino Community Center,Community Spaces,Cell 157,ChIJUR2AmNZ544kRhyki8pbDls0,checked,community center,google_api,"c(-71.138327, 42.362307)",Brighton,-71.138327,42.362307,989
Joslin Park,Parks,Cell 123,ChIJj-BT_9Z544kRSIrokLhW6zw,checked,park,google_api,"c(-71.1084338, 42.3382199)",Longwood,-71.1084338,42.3382199,990
Joy & Gladness Pentecostal Church,Places of Worship,Cell 68,ChIJjTJAN-p744kRR8Jy44j1mIw,checked,place of worship,google_api,"c(-71.078328, 42.296911)",Dorchester,-71.078328,42.296911,991
Joyce Playground,Parks,Cell 104,ChIJGyUBC5p544kRysvzNwxDWkk,checked,park,google_api,"c(-71.151438, 42.345337)",Brighton,-71.151438,42.345337,992
Jubilee Christian Church,Places of Worship,Cell 36,ChIJUYyJSAN844kRDDldVu1jwi0,checked,place of worship,google_api,"c(-71.092466, 42.273262)",Mattapan,-71.092466,42.273262,995
Jubilee Christian Fellowship,Places of Worship,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.0702314, 42.2941815)",Dorchester,-71.0702314,42.2941815,996
Julian Judson Gayland Playground,Parks,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0753898, 42.3197063)",Roxbury,-71.0753898,42.3197063,997
"Julian Judson, Dean Community Garden",Community Spaces,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0748248, 42.3194207)",Roxbury,-71.0748248,42.3194207,998
Justice Edward O. Gourdin Veterans Memorial Park,Parks,Cell 108,ChIJnV4O9i9644kR5jV9xkAn2_U,checked,park,google_api,"c(-71.08651, 42.328582)",Roxbury,-71.08651,42.328582,999
Justine Mee Liff Park,Parks,Cell 123,ChIJ7eB50fR544kRV2hF4JQ4-6E,checked,park,google_api,"c(-71.103381, 42.343246)",Fenway,-71.103381,42.343246,1000
K-Beauty,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0605659, 42.3526912)",Downtown,-71.0605659,42.3526912,1001
Kay's Beauty Salon,Social Businesses,Cell 58,NA,new,NA,humancoding_fall,"c(-71.0910434, 42.2863192)",Dorchester,-71.0910434,42.2863192,1004
Kelley Square Pub,Social Businesses,Cell 195,ChIJkXA8bkVw44kRDg_40pnFqXU,checked,square,google_api,"c(-71.035773, 42.376138)",East Boston,-71.035773,42.376138,1005
Kelly Field,Parks,Cell 9,NA,new,NA,humancoding_fall,"c(-71.1372756, 42.247509)",Hyde Park,-71.1372756,42.247509,1006
Kelly's Beauty,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0590471, 42.3552461)",Downtown,-71.0590471,42.3552461,1007
Ken's Hair & Beauty Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0603495, 42.3517375)",Chinatown,-71.0603495,42.3517375,1008
Kevin W. Fitzgerald Park,Parks,Cell 106,ChIJt7J-TI9544kR1c9GQC9n6jE,checked,park,google_api,"c(-71.102888, 42.332316)",Mission Hill,-71.102888,42.332316,1010
Khoury Park and Rocks,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0925293, 42.3382448)",Fenway,-71.0925293,42.3382448,1011
Kids Fountain,Parks,Cell 161,ChIJCaAelIhx44kR8U9Tgh0wJQ8,checked,fountain,google_api,"c(-71.069435, 42.355965)",Beacon Hill,-71.069435,42.355965,1012
King's Chapel,Places of Worship,Cell 174,NA,new,NA,humancoding_fall,"c(-71.0601613, 42.3580265)",Downtown,-71.0601613,42.3580265,1013
"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,Cell 84,NA,new,NA,humancoding_fall,"c(-71.107703, 42.3143896)",Jamaica Plain,-71.107703,42.3143896,1015
"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,"c(-71.0751532, 42.3001692)",Dorchester,-71.0751532,42.3001692,1016
"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,Cell 79,NA,new,NA,humancoding_fall,"c(-71.0586479, 42.2966127)",Dorchester,-71.0586479,42.2966127,1017
Kings Chapel Burying Ground,Parks,Cell 174,NA,new,NA,humancoding_fall,"c(-71.0599317, 42.358317)",Downtown,-71.0599317,42.358317,1018
Kings Street Playground,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,"c(-71.09280288, 42.33027697)",Roxbury,-71.09280288,42.33027697,1019
Kit Clark Senior Center,Community Spaces,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.07141696, 42.28920348)",Dorchester,-71.07141696,42.28920348,1020
Kittredge Park,Parks,Cell 107,ChIJRxF0vtR744kR1T36DBhIYZk,"checked, visited",park,google_api,"c(-71.092915, 42.328082)",Roxbury,-71.092915,42.328082,1021
Knights of Columbus Mount Pleasant Council 98,Places of Worship,Cell 15,NA,new,NA,humancoding_fall,"c(-71.1583956, 42.2597661)",West Roxbury,-71.1583956,42.2597661,1022
Knowledge & Libraryservices,Community Spaces,Cell 158,ChIJvQ1gf19344kRwwpHofxQdKY,checked,library,google_api,"c(-71.118296, 42.36277)",Allston,-71.118296,42.36277,1023
Knowles Hair Salon,Social Businesses,Cell 59,NA,new,NA,humancoding_fall,"c(-71.0784592, 42.2873041)",Dorchester,-71.0784592,42.2873041,1024
Kohi Coffee Company,Social Businesses,Cell 139,ChIJm1wvfc1544kR6msotpKfPc4,checked,cafe,google_api,"c(-71.142842, 42.356738)",Brighton,-71.142842,42.356738,1025
Kollel of Greater Boston,Places of Worship,Cell 105,NA,new,NA,humancoding_fall,"c(-71.1450278, 42.3414825)",Brighton,-71.1450278,42.3414825,1027
Kopiagorod cemetary,Places of Worship,Cell 40,ChIJnfAKREx_44kRNC-OvdAEm-8,checked,place of worship,google_api,"c(-71.176423, 42.293161)",West Roxbury,-71.176423,42.293161,1028
Krasker Memorial Film-Vid Library,Community Spaces,Cell 141,ChIJgaQEEPB544kR3Nd5NLTzHVM,checked,library,google_api,"c(-71.108227, 42.350723)",Fenway,-71.108227,42.350723,1029
Krentzman Quandrangle,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0882914, 42.340109)",Fenway,-71.0882914,42.340109,1030
Kung Fu Tea,Social Businesses,Cell 105,ChIJdbLqtlN444kRqCuF_X4CaJg,checked,cafe,google_api,"c(-71.149079, 42.336586)",Brighton,-71.149079,42.336586,1031
Kung Fu Tea,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,"c(-71.084344, 42.3427521)",Back Bay,-71.084344,42.3427521,1032
L'eglise Baptiste Haitienne Du Bon Berger,Places of Worship,Cell 71,NA,new,NA,humancoding_fall,"c(-71.0532436, 42.2887588)",Dorchester,-71.0532436,42.2887588,1033
La Magia Barber Shop,Social Businesses,Cell 55,NA,new,NA,humancoding_fall,"c(-71.1197673, 42.2944867)",Jamaica Plain,-71.1197673,42.2944867,1034
La Sultana Bakery,Social Businesses,Cell 195,NA,new,NA,humancoding_fall,"c(-71.0391772, 42.3700726)",East Boston,-71.0391772,42.3700726,1035
Lachapelle Barbershop,Social Businesses,Cell 44,NA,new,NA,humancoding_fall,"c(-71.1290296, 42.2866549)",Roslindale,-71.1290296,42.2866549,1036
Laconia Gallery,Other,Cell 145,NA,new,NA,humancoding_fall,"c(-71.066593, 42.3429165)",South End,-71.066593,42.3429165,1037
Lago Playground,Parks,Cell 148,NA,"new, visited",NA,humancoding_fall,"c(-71.0239461, 42.3336151)",South Boston,-71.0239461,42.3336151,1038
Lambert Avenue Playground,Parks,Cell 108,NA,new,NA,humancoding_fall,"c(-71.0906676, 42.3272223)",Roxbury,-71.0906676,42.3272223,1039
Lamontagne Gallery,Other,Cell 145,NA,new,NA,humancoding_fall,"c(-71.0652737, 42.3426327)",South End,-71.0652737,42.3426327,1040
Langone Park,Parks,Cell 183,ChIJ6diygIxw44kR92MflcNEOrk,"checked, visited",park,google_api,"c(-71.056154, 42.368762)",North End,-71.056154,42.368762,1042
Langone Park Basketball Court,Parks,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.054835, 42.3689047)",North End,-71.054835,42.3689047,1043
Laviscount Park,Parks,Cell 96,ChIJ-8WlCKp744kRY_hQjh0Sfyw,checked,park,google_api,"c(-71.086222, 42.316664)",Roxbury,-71.086222,42.316664,1044
Lawn Street Garden,Parks,Cell 94,NA,new,NA,humancoding_fall,"c(-71.1059833, 42.3273039)",Mission Hill,-71.1059833,42.3273039,1046
Lawndale Terrace Garden Park,Parks,Cell 84,NA,new,NA,humancoding_fall,"c(-71.1057771, 42.3141714)",Jamaica Plain,-71.1057771,42.3141714,1047
"Lawndale Terrace Garden Park Tennis Courts
",Parks,Cell 84,NA,new,NA,humancoding_fall,"c(-71.1059595, 42.3145244)",Jamaica Plain,-71.1059595,42.3145244,1048
Laz parking,Parks,Cell 161,ChIJ__8_rQx644kRMQad7vbpdO4,checked,park,google_api,"c(-71.07364, 42.349681)",Back Bay,-71.07364,42.349681,1049
Laz Parking Ltd,Parks,Cell 173,ChIJgatK2phw44kRZ4Sw6L2v1VU,checked,park,google_api,"c(-71.071042, 42.360002)",Beacon Hill,-71.071042,42.360002,1050
Le Gala Hair Group,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0604908, 42.3526972)",Downtown,-71.0604908,42.3526972,1051
Le Phare SDA Church,Places of Worship,Cell 26,ChIJd2ck0pB-44kRF9e1Q4-aENU,checked,place of worship,google_api,"c(-71.111551, 42.26127)",Hyde Park,-71.111551,42.26127,1052
Leahy Holloran Community Center,Community Spaces,Cell 80,ChIJh3clTnV744kRM-FD-RXDA2g,checked,community center,google_api,"c(-71.04951, 42.294402)",Dorchester,-71.04951,42.294402,1053
Leather District Park,Parks,Cell 162,ChIJWQZXDIJw44kRhVKtyhFNX6A,checked,park,google_api,"c(-71.057112, 42.352501)",Downtown,-71.057112,42.352501,1054
Lederman Park,Parks,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0709286, 42.3642356)",West End,-71.0709286,42.3642356,1055
Leland St Cooperative Garden,Parks,Cell 66,NA,new,NA,humancoding_fall,"c(-71.1120623, 42.296758)",Jamaica Plain,-71.1120623,42.296758,1056
Leyland Street Garden,Parks,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0706727, 42.3209597)",Dorchester,-71.0706727,42.3209597,1058
Library Park,Parks,Cell 158,NA,new,NA,humancoding_fall,"c(-71.1273875, 42.3605877)",Allston,-71.1273875,42.3605877,1060
"Life Center of Boston
",Places of Worship,Cell 77,NA,new,NA,humancoding_fall,"c(-71.0766491, 42.3014524)",Dorchester,-71.0766491,42.3014524,1061
Life Church Boston,Places of Worship,Cell 69,NA,new,NA,humancoding_fall,"c(-71.0669153, 42.2919892)",Dorchester,-71.0669153,42.2919892,1062
Life Church Ministries,Places of Worship,Cell 70,NA,new,NA,humancoding_fall,"c(-71.0634904, 42.2933815)",Dorchester,-71.0634904,42.2933815,1063
Life in Abundance Deliverance Ministries,Places of Worship,Cell 88,ChIJEwMfZq9744kRBM3PKmhCvTI,checked,place of worship,google_api,"c(-71.056509, 42.306237)",Dorchester,-71.056509,42.306237,1064
Light Of The World Empowerment Center,Places of Worship,Cell 77,ChIJDQN8_8B744kRGogWHtIrioQ,checked,place of worship,google_api,"c(-71.076116, 42.300827)",Dorchester,-71.076116,42.300827,1065
Lily Beauty Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.060694, 42.3506524)",Chinatown,-71.060694,42.3506524,1066
Lily of the Valley Baptist,Places of Worship,Cell 47,NA,new,NA,humancoding_fall,"c(-71.092104, 42.2814222)",Mattapan,-71.092104,42.2814222,1067
LimeRed Teahouse,Social Businesses,Cell 140,ChIJlXWSAcN544kRUhTB5bRt_W0,checked,cafe,google_api,"c(-71.12413, 42.35184)",Allston,-71.12413,42.35184,1068
Lincoln Square,Parks,Cell 161,ChIJEzG6vW1744kR5hICnVtT-Jk,checked,square,google_api,"c(-71.06799, 42.351588)",Downtown,-71.06799,42.351588,1069
Lincoln Square ,Parks,Cell 148,NA,"new, visited",NA,humancoding_fall,"c(-71.0338561, 42.3346739)",South Boston,-71.0338561,42.3346739,1070
Linwood Park,Parks,Cell 107,ChIJPUrEc3F744kRN_8FUe1oNQk,checked,park,google_api,"c(-71.094899, 42.328547)",Roxbury,-71.094899,42.328547,1071
Lion of Judah,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0761439, 42.3346741)",Roxbury,-71.0761439,42.3346741,1072
Little Free Library,Community Spaces,Cell 83,NA,new,NA,humancoding_fall,"c(-71.115885, 42.3151181)",Jamaica Plain,-71.115885,42.3151181,1075
Little Free Library,Community Spaces,Cell 174,ChIJ3Wj3rYhw44kR1sF3KTHMdtw,checked,library,google_api,"c(-71.055398, 42.361919)",Downtown,-71.055398,42.361919,1076
"Little Zion Church Of God In Christ
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,"c(-71.074938, 42.3136241)",Roxbury,-71.074938,42.3136241,1077
Living Water Ministry,Places of Worship,Cell 9,NA,new,NA,humancoding_fall,"c(-71.1441022, 42.2507626)",Hyde Park,-71.1441022,42.2507626,1078
Lolly's Bakery,Social Businesses,Cell 195,NA,new,NA,humancoding_fall,"c(-71.0333133, 42.3770798)",East Boston,-71.0333133,42.3770798,1082
Lombardi Memorial Park,Parks,Cell 195,NA,new,NA,humancoding_fall,"c(-71.0408236, 42.3707479)",East Boston,-71.0408236,42.3707479,1083
LongWave Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0615234, 42.3491221)",Chinatown,-71.0615234,42.3491221,1084
Lopez Comnelio,Places of Worship,Cell 108,ChIJKQqtgTx644kRyWy30iiUasQ,checked,place of worship,google_api,"c(-71.0827718, 42.3327001)",Roxbury,-71.0827718,42.3327001,1085
LoPresti Park,Parks,Cell 184,ChIJYZCJ4l1w44kRJepl5BZnZpQ,checked,park,google_api,"c(-71.043648, 42.370166)",East Boston,-71.043648,42.370166,1086
Lord's & Lady's Hair Salon,Social Businesses,Cell 42,NA,new,NA,humancoding_fall,"c(-71.1501618, 42.286869)",West Roxbury,-71.1501618,42.286869,1087
Los Primos Barber Shop Unisex,Social Businesses,Cell 195,NA,new,NA,humancoding_fall,"c(-71.0391916, 42.3736996)",East Boston,-71.0391916,42.3736996,1088
Louisburg Square,Parks,Cell 173,ChIJcZ4nt55w44kRIu5iESscuDA,checked,square,google_api,"c(-71.068753, 42.358356)",Beacon Hill,-71.068753,42.358356,1089
Lovely Nails,Social Businesses,Cell 15,NA,new,NA,humancoding_fall,"c(-71.1586924, 42.259546)",West Roxbury,-71.1586924,42.259546,1090
Lower Mills Branch of the Boston Public Library,Community Spaces,Cell 49,ChIJHfXID3R844kRSpJINkFWraY,checked,library,google_api,"c(-71.068484, 42.273495)",Mattapan,-71.068484,42.273495,1091
Lower Neponset River Trail,Parks,Cell 37,ChIJe4ERjBp844kRVrtP8kBx3v4,checked,park,google_api,"c(-71.086615, 42.269535)",Mattapan,-71.086615,42.269535,1092
Lt. Jeremiah W. Sullivan Square,Parks,Cell 145,NA,new,NA,humancoding_fall,"c(-71.0693467, 42.345219)",South End,-71.0693467,42.345219,1093
Lucerne/Balsam Street Garden,Community Spaces,Cell 58,NA,new,NA,humancoding_fall,"c(-71.0877564, 42.2869102)",Dorchester,-71.0877564,42.2869102,1094
Lucky Cafe,Social Businesses,Cell 98,ChIJPR9266x744kR-9XPZEQ-cMw,checked,cafe,google_api,"c(-71.057474, 42.312736)",Dorchester,-71.057474,42.312736,1096
Lucy Parsons Center,Social Businesses,Cell 94,ChIJP-VdthZ644kRVM7xFjAUHBE,checked,bookstore,google_api,"c(-71.107654, 42.322241)",Jamaica Plain,-71.107654,42.322241,1097
Luu & Nails,Social Businesses,Cell 17,ChIJ4d8Lxox-44kR--_MCeEbLlc,checked,square,google_api,"c(-71.120671, 42.255261)",Hyde Park,-71.120671,42.255261,1098
Lux Beauty Box,Social Businesses,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.07221223, 42.29497273)",Dorchester,-71.07221223,42.29497273,1099
Luxie Nail Spa,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0557291, 42.3637044)",North End,-71.0557291,42.3637044,1100
Lydon Community Garden,Parks,Cell 70,NA,new,NA,humancoding_fall,"c(-71.0600395, 42.2887166)",Dorchester,-71.0600395,42.2887166,1101
M&J Teriyaki Boba Tea,Social Businesses,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0965959, 42.342356)",Fenway,-71.0965959,42.342356,1102
M&S Garden,Parks,Cell 143,NA,new,NA,humancoding_fall,"c(-71.0929018, 42.3462781)",Fenway,-71.0929018,42.3462781,1103
"Ma Siss's Place
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,"c(-71.0713718, 42.3119761)",Dorchester,-71.0713718,42.3119761,1105
Macedonia Missionary Baptist Church,Places of Worship,Cell 59,ChIJv9BNR_J744kRibpSNAyzLV8,checked,place of worship,google_api,"c(-71.078045, 42.287725)",Dorchester,-71.078045,42.287725,1106
Madhouse Cafe,Social Businesses,Cell 109,ChIJh_06nRR744kRsp63pr8o5XQ,checked,cafe,google_api,"c(-71.075451, 42.324257)",Roxbury,-71.075451,42.324257,1107
Madonna Del Soccorso Society Church,Places of Worship,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.052066, 42.3635456)",North End,-71.052066,42.3635456,1108
Madonna Queen of the Universe Shrine,Places of Worship,Cell 225,NA,new,NA,humancoding_fall,"c(-71.0056777, 42.3902705)",East Boston,-71.0056777,42.3902705,1109
Magazine Street Community Garden,Parks,Cell 109,NA,new,NA,humancoding_fall,"c(-71.0730517, 42.3256555)",Roxbury,-71.0730517,42.3256555,1110
Magia Barber shop Studio,Social Businesses,Cell 43,NA,new,NA,humancoding_fall,"c(-71.1371804, 42.2861656)",Roslindale,-71.1371804,42.2861656,1111
Magic Shears Unisex Hair Salon,Social Businesses,Cell 95,NA,new,NA,humancoding_fall,"c(-71.0981082, 42.3221582)",Roxbury,-71.0981082,42.3221582,1112
Magic Touch Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0612727, 42.3492598)",Chinatown,-71.0612727,42.3492598,1113
Mai Hair Braiding,Social Businesses,Cell 17,NA,new,NA,humancoding_fall,"c(-71.1209525, 42.2557827)",Hyde Park,-71.1209525,42.2557827,1114
Malcolm X Park,Parks,Cell 96,ChIJcQsTudh744kRu1rUKr6O3-0,checked,park,google_api,"c(-71.089146, 42.321356)",Roxbury,-71.089146,42.321356,1115
Malibu Beach Boardwalk,Parks,Cell 88,NA,"new, visited",NA,humancoding_fall,"c(-71.05148613, 42.30809728)",Dorchester,-71.05148613,42.30809728,1116
Mana Escondido Cafe,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,"c(-71.0756985, 42.3413457)",South End,-71.0756985,42.3413457,1117
Mandem Retrieval Center,Places of Worship,Cell 105,ChIJdU94lJR544kR-pJoAps90vY,checked,place of worship,google_api,"c(-71.151512, 42.339384)",Brighton,-71.151512,42.339384,1118
Mane Tame Hair,Social Businesses,Cell 52,NA,new,NA,humancoding_fall,"c(-71.1572987, 42.2964953)",West Roxbury,-71.1572987,42.2964953,1119
Manning Temple Church,Places of Worship,Cell 86,ChIJyQABsXJ644kRBS3qZAg2h7M,checked,place of worship,google_api,"c(-71.077773, 42.312762)",Dorchester,-71.077773,42.312762,1120
Mansfield Street Dog Park,Parks,Cell 140,NA,new,NA,humancoding_fall,"c(-71.1307742, 42.3569097)",Allston,-71.1307742,42.3569097,1121
Marcella Playground,Parks,Cell 95,ChIJZbwhjCp644kRuLgN48rLOT4,checked,park,google_api,"c(-71.096308, 42.322802)",Roxbury,-71.096308,42.322802,1122
Margarita Beauty Salon,Social Businesses,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0722927, 42.3208962)",Roxbury,-71.0722927,42.3208962,1123
Marine Industrial Park,Parks,Cell 164,ChIJBRVmVYN644kRhaSD66rHs_Y,checked,park,google_api,"c(-71.0372758, 42.3441684)",South Boston Waterfront,-71.0372758,42.3441684,1124
Marsh Plaza,Parks,Cell 142,NA,"new, visited",NA,humancoding_fall,"c(-71.10650226, 42.35035227)",Fenway,-71.10650226,42.35035227,1125
Marshall Community Center,Community Spaces,Cell 78,ChIJF80mB79744kRKcUx7LX1GG4,checked,community center,google_api,"c(-71.071021, 42.299966)",Dorchester,-71.071021,42.299966,1126
