name,type,cell_id,google_id,status,search,source,geometry,neighborhood,x,y,id
Chill on Park,Social Businesses,Cell 79,ChIJge3PPKN744kRjT8vKoA6ekA,checked,cafe,google_api,"c(-71.06044, 42.298648)",Dorchester,-71.06044,42.298648,359
Chinatown Branch of the Boston Public Library,Community Spaces,Cell 162,ChIJ2WeE6nd644kRBsjMC3gkmis,checked,library,google_api,"c(-71.062795, 42.35215)",Downtown,-71.062795,42.35215,360
Chinese Bible Church of Greater Boston - City outreach minisrty,Places of Worship,Cell 142,ChIJJ8rwVMl544kRVF9KJ99OsLA,"checked, visited",place of worship,google_api,"c(-71.104712, 42.3470361)",Fenway,-71.104712,42.3470361,361
Chinese Evangelical Church,Places of Worship,Cell 139,ChIJNQjuOc9544kRKGMjn7lTOcE,checked,place of worship,google_api,"c(-71.134775, 42.351764)",Allston,-71.134775,42.351764,362
"Christ Apostolic Church Calvary
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,"c(-71.0656086, 42.3007973)",Dorchester,-71.0656086,42.3007973,363
Christ Apostolic Church Mount Zion 1,Places of Worship,Cell 57,NA,new,NA,humancoding_fall,"c(-71.0980278, 42.2837721)",Mattapan,-71.0980278,42.2837721,364
Christ Church Charlestown,Places of Worship,Cell 193,NA,new,NA,humancoding_fall,"c(-71.0634962, 42.3761743)",Charlestown,-71.0634962,42.3761743,365
Christ Tabernacle Church,Places of Worship,Cell 58,NA,new,NA,humancoding_fall,"c(-71.0864299, 42.2823624)",Dorchester,-71.0864299,42.2823624,366
Christ the King Dorchester - Office,Places of Worship,Cell 79,ChIJ5ZUjkaR744kRvZ3iFl-FJbI,checked,place of worship,google_api,"c(-71.059733, 42.301068)",Dorchester,-71.059733,42.301068,367
Christ the King Ukrainian Catholic Church,Places of Worship,Cell 75,NA,new,NA,humancoding_fall,"c(-71.1021051, 42.3075544)",Jamaica Plain,-71.1021051,42.3075544,368
Christ the Rock Church,Places of Worship,Cell 98,ChIJJTFXw1J644kRqtcznLfZAdU,checked,place of worship,google_api,"c(-71.059473, 42.315416)",Dorchester,-71.059473,42.315416,369
Christian Assembly Pentecostal Church,Places of Worship,Cell 173,ChIJncAn0ptw44kR0zcHbYTYY8I,checked,place of worship,google_api,"c(-71.066996, 42.360653)",Beacon Hill,-71.066996,42.360653,370
Christian Faith Baptism Church,Places of Worship,Cell 86,ChIJNz_Kuu9744kRGv9-UQPxRJg,checked,place of worship,google_api,"c(-71.077331, 42.311966)",Dorchester,-71.077331,42.311966,371
Christian Life Church,Places of Worship,Cell 35,ChIJwzaFbIt744kRoZOKyFo0DZA,checked,place of worship,google_api,"c(-71.107606, 42.27487)",Mattapan,-71.107606,42.27487,372
Christian Science Church Reading Room & Bookstore,Social Businesses,Cell 94,ChIJvZ_egoJ544kRuELW_zDkMas,checked,bookstore,google_api,"c(-71.106897, 42.322729)",Jamaica Plain,-71.106897,42.322729,373
Christian Science Plaza,Parks,Cell 143,ChIJ__-phBB644kRHe4I-52hNi4,checked,fountain,google_api,"c(-71.084893, 42.344149)",Back Bay,-71.084893,42.344149,374
Christian Science Reading Room,Social Businesses,Cell 143,ChIJn8a8ixp644kRwDnr7DYmXlI,checked,bookstore,google_api,"c(-71.0867371, 42.3456124)",Back Bay,-71.0867371,42.3456124,375
Christopher Coloumbus Playground,Parks,Cell 174,NA,new,NA,humancoding_fall,"c(-71.0512042, 42.3617427)",Downtown,-71.0512042,42.3617427,376
Christopher Columbus Waterfront Park,Parks,Cell 174,ChIJj_zwcYhw44kRnACtdwYYGDI,checked,park,google_api,"c(-71.051634, 42.360992)",Downtown,-71.051634,42.360992,377
Christopher Lee Playground,Parks,Cell 148,ChIJte68Upd644kRygiQ_vSSYUg,"checked, visited",park,google_api,"c(-71.030861, 42.338079)",South Boston,-71.030861,42.338079,378
Church @ The Well,Places of Worship,Cell 184,ChIJ0flQrEJw44kR9Fbr-19M160,checked,place of worship,google_api,"c(-71.037671, 42.368223)",East Boston,-71.037671,42.368223,380
Church in Roxbury,Places of Worship,Cell 108,NA,new,NA,humancoding_fall,"c(-71.0898632, 42.3301392)",Roxbury,-71.0898632,42.3301392,381
Church Kendra L,Places of Worship,Cell 106,ChIJ1ek-341544kRUvGptaZNMlE,checked,place of worship,google_api,"c(-71.1074718, 42.3374749)",Longwood,-71.1074718,42.3374749,383
Church of Christ,Places of Worship,Cell 125,ChIJFXnhaP1744kRQdQyC2h1QO8,checked,place of worship,google_api,"c(-71.076321, 42.338627)",South End,-71.076321,42.338627,384
Church of God Christian Life Center,Places of Worship,Cell 59,ChIJwzaFbIt744kRQmXRXW89m5Q,checked,place of worship,google_api,"c(-71.071651, 42.282217)",Dorchester,-71.071651,42.282217,385
Church of God in Boston,Places of Worship,Cell 46,ChIJh9_LYKV-44kRIbFugX73hvE,checked,place of worship,google_api,"c(-71.10888, 42.276817)",Roslindale,-71.10888,42.276817,386
Church of God of Prophecy,Places of Worship,Cell 96,ChIJ6bYQtzN644kRe2N1OwamXjQ,checked,place of worship,google_api,"c(-71.081658, 42.321498)",Roxbury,-71.081658,42.321498,387
Church of God of Prophecy,Places of Worship,Cell 68,NA,new,NA,humancoding_fall,"c(-71.080923, 42.2971469)",Dorchester,-71.080923,42.2971469,388
Church of God Valley of Blessings,Places of Worship,Cell 58,ChIJ0bzIE_t744kRaXPCWjjROF8,checked,place of worship,google_api,"c(-71.089401, 42.289664)",Dorchester,-71.089401,42.289664,389
"Church of God, Bethel of Boston",Places of Worship,Cell 78,ChIJ1wHpdMB744kRVVQmi-NZE3s,checked,place of worship,google_api,"c(-71.073779, 42.299204)",Dorchester,-71.073779,42.299204,390
Church of the Advent,Places of Worship,Cell 173,ChIJKQYNEZ9w44kRKF7iZpSk1uI,checked,place of worship,google_api,"c(-71.0717181, 42.3578008)",Beacon Hill,-71.0717181,42.3578008,391
Church of the Cross,Places of Worship,Cell 124,ChIJyy4-avF544kRFguEOQOPMqs,"checked, visited",place of worship,google_api,"c(-71.097456, 42.343311)",Fenway,-71.097456,42.343311,392
Church of the Holy Spirit,Places of Worship,Cell 36,NA,new,NA,humancoding_fall,"c(-71.0951574, 42.2675442)",Mattapan,-71.0951574,42.2675442,393
Church on the Hill,Places of Worship,Cell 174,ChIJV66aRJtw44kRhZvHkY3vvzQ,checked,place of worship,google_api,"c(-71.062716, 42.358597)",Downtown,-71.062716,42.358597,395
Churchill Fire Seating Area,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.08887143, 42.33858994)",Fenway,-71.08887143,42.33858994,398
Cindy's Nails & Spa,Social Businesses,Cell 207,NA,new,NA,humancoding_fall,"c(-71.0283071, 42.3791108)",East Boston,-71.0283071,42.3791108,399
Citadel of Love Worship Center,Places of Worship,Cell 98,ChIJlx1NVfWR5IkRHZGvwna0WHg,checked,place of worship,google_api,"c(-71.064216, 42.316321)",Dorchester,-71.064216,42.316321,400
City Church Boston,Places of Worship,Cell 140,ChIJn0z_CPV544kR_Yvwt4R06NY,checked,place of worship,google_api,"c(-71.13259, 42.352873)",Allston,-71.13259,42.352873,401
City Hall Plaza,Community Spaces,Cell 174,ChIJq-CSxqRx44kRiDV6SeNdWVs,checked,city hall,google_api,"c(-71.05932, 42.360128)",Downtown,-71.05932,42.360128,404
City Hall Plaza,Community Spaces,Cell 174,ChIJnRMNp4Vw44kRauqPJozMi9U,checked,NA,google_api,"c(-71.058439, 42.360167)",Downtown,-71.058439,42.360167,405
City Nail & Spa,Social Businesses,Cell 145,NA,new,NA,humancoding_fall,"c(-71.0675, 42.3422795)",South End,-71.0675,42.3422795,406
City on a Hill Church Brighton,Places of Worship,Cell 121,ChIJuaCj37h544kRUUd8bn_Nvjk,checked,place of worship,google_api,"c(-71.145502, 42.3493)",Brighton,-71.145502,42.3493,412
City on a Hill Church Forest Hills,Places of Worship,Cell 66,ChIJH6zLI7Z544kRkAFvzAK6R_Y,checked,place of worship,google_api,"c(-71.1095092, 42.3009822)",Jamaica Plain,-71.1095092,42.3009822,413
City Roots-Dorchester,Community Spaces,Cell 98,ChIJAZ7BX7N744kR9FqrHFTo_qc,checked,city hall,google_api,"c(-71.067564, 42.314817)",Dorchester,-71.067564,42.314817,414
City Square Park,Parks,Cell 182,ChIJA8faq5Jw44kRUMizyzA65gk,checked,fountain,google_api,"c(-71.061848, 42.371792)",Charlestown,-71.061848,42.371792,416
City Wide Outreach Ministries,Community Spaces,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0739021, 42.320444)",Roxbury,-71.0739021,42.320444,417
Claredon Street Lot Playground,Parks,Cell 161,NA,new,NA,humancoding_fall,"c(-71.0765437, 42.3527486)",Back Bay,-71.0765437,42.3527486,420
Class of 1959 Chapel,Places of Worship,Cell 158,NA,new,NA,humancoding_fall,"c(-71.1237505, 42.3658767)",Allston,-71.1237505,42.3658767,422
Clayborne Street Dorchester Garden,Parks,Cell 78,NA,new,NA,humancoding_fall,"c(-71.0716174, 42.2983115)",Dorchester,-71.0716174,42.2983115,423
Clemente Field,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0975027, 42.3407566)",Fenway,-71.0975027,42.3407566,425
Clementine Park,Parks,Cell 70,NA,new,NA,humancoding_fall,"c(-71.065302, 42.2922136)",Dorchester,-71.065302,42.2922136,426
Clifford Playground,Parks,Cell 109,ChIJk8F2F0Z644kRQJhm-wAdzRg,checked,park,google_api,"c(-71.068909, 42.326289)",Roxbury,-71.068909,42.326289,427
Clock Tower ,Parks,Cell 163,NA,new,NA,humancoding_fall,"c(-71.0422362, 42.3496219)",South Boston Waterfront,-71.0422362,42.3496219,428
Coco Head Hair Syudio,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.062055, 42.3510768)",Chinatown,-71.062055,42.3510768,429
Coco Leaf,Social Businesses,Cell 79,ChIJI3MfYaN744kRIgZJ71xwTIM,checked,cafe,google_api,"c(-71.06005, 42.300084)",Dorchester,-71.06005,42.300084,430
Codman Square Branch of the Boston Public Library,Community Spaces,Cell 69,ChIJFZT8fI1744kR-Yg2ruXt9fA,"checked, visited",library,google_api,"c(-71.0710642, 42.287539)",Dorchester,-71.0710642,42.287539,433
Codman Square Market,Social Businesses,Cell 95,ChIJ0xFocoJ544kRVZj3u6q28YQ,checked,square,google_api,"c(-71.104941, 42.322816)",Jamaica Plain,-71.104941,42.322816,440
Codman Square Park,Parks,Cell 69,ChIJg4gOi-5744kRy24k4Ej_9JM,"checked, visited",park,google_api,"c(-71.071113, 42.290279)",Dorchester,-71.071113,42.290279,443
Coffee Break Cafe,Social Businesses,Cell 18,ChIJgfU6qAx_44kRaEjSB0Cf-k8,checked,cafe,google_api,"c(-71.118383, 42.252127)",Hyde Park,-71.118383,42.252127,445
Coffee Shop @ Boston Public Library,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,"c(-71.0790717, 42.349318)",Back Bay,-71.0790717,42.349318,446
Colella Playground,Parks,Cell 5,ChIJud3Q71B-44kRx6VDZzo8SvM,checked,park,google_api,"c(-71.135011, 42.244851)",Hyde Park,-71.135011,42.244851,447
Colpoys Library,Community Spaces,Cell 60,ChIJIwLQKXZ844kR4mxcjnk95P4,checked,library,google_api,"c(-71.066216, 42.278075)",Dorchester,-71.066216,42.278075,449
Columbia Point Community Garden,Parks,Cell 111,NA,new,NA,humancoding_fall,"c(-71.0457382, 42.3185325)",Dorchester,-71.0457382,42.3185325,450
Columbus Park / Andrew Square,Parks,Cell 127,ChIJhUptB15644kRuRUUfhkhiT8,checked,NA,google_api,"c(-71.057205, 42.331948)",South Boston,-71.057205,42.331948,451
Comicopia,Social Businesses,Cell 143,ChIJl-0syxx644kR1XSUyCx79v4,checked,bookstore,google_api,"c(-71.093045, 42.348631)",Fenway,-71.093045,42.348631,452
Common Church,Places of Worship,Cell 144,NA,new,NA,humancoding_fall,"c(-71.0748507, 42.3484932)",Back Bay,-71.0748507,42.3484932,455
Commonwealth Books,Social Businesses,Cell 174,ChIJQ6ujkkX42oARDshlYHXqfWs,checked,bookstore,google_api,"c(-71.057556, 42.357401)",Downtown,-71.057556,42.357401,456
Commonwealth Park,Parks,Cell 121,ChIJAVqyzct544kRuvzaoh4M4Yg,checked,park,google_api,"c(-71.139825, 42.349789)",Allston,-71.139825,42.349789,457
Community Arts Advocates Inc,Community Spaces,Cell 75,ChIJXwS7AmN544kR-u01bye8KwE,checked,community center,google_api,"c(-71.100336, 42.310139)",Jamaica Plain,-71.100336,42.310139,458
Community Center,Places of Worship,Cell 125,ChIJZ0AvsD9644kRrAIs5d-GB10,checked,place of worship,google_api,"c(-71.076031, 42.334476)",Roxbury,-71.076031,42.334476,459
Community Church of Boston,Places of Worship,Cell 161,NA,new,NA,humancoding_fall,"c(-71.076349, 42.3506485)",Back Bay,-71.076349,42.3506485,460
Community Church of God,Places of Worship,Cell 95,ChIJLwiRGIB544kRUx7XAb0Hp-g,checked,place of worship,google_api,"c(-71.098663, 42.321604)",Jamaica Plain,-71.098663,42.321604,461
Community Church of Neponset,Places of Worship,Cell 72,ChIJhSnHdXF744kRgt5aJTdIk2c,checked,place of worship,google_api,"c(-71.040964, 42.286466)",Dorchester,-71.040964,42.286466,462
Community Garden,Parks,Cell 83,NA,new,NA,humancoding_fall,"c(-71.1080579, 42.3200944)",Jamaica Plain,-71.1080579,42.3200944,463
Community Garden,Community Spaces,Cell 59,NA,new,NA,humancoding_fall,"c(-71.0760584, 42.2882093)",Dorchester,-71.0760584,42.2882093,464
"Community Gospel Chapel
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,"c(-71.0819389, 42.3123305)",Roxbury,-71.0819389,42.3123305,465
Community Revival & Outreach,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0854041, 42.3340822)",Roxbury,-71.0854041,42.3340822,468
Community Room at ExtraSpace Storage,Community Spaces,Cell 75,ChIJU1sH4RJ544kRVCz3U3wKC9M,checked,community center,google_api,"c(-71.10994, 42.305142)",Jamaica Plain,-71.10994,42.305142,469
Community Servings,Community Spaces,Cell 84,NA,new,NA,humancoding_fall,"c(-71.1028933, 42.3180879)",Jamaica Plain,-71.1028933,42.3180879,470
Community United Methodist Church,Places of Worship,Cell 119,ChIJ99J760B444kRVCHmut1cwqY,checked,place of worship,google_api,"c(-71.162363, 42.349284)",Brighton,-71.162363,42.349284,471
"Concord Playground
",Parks,Cell 76,NA,new,NA,humancoding_fall,"c(-71.0897775, 42.3050094)",Roxbury,-71.0897775,42.3050094,474
Condor Street Overlook,Parks,Cell 206,NA,new,NA,humancoding_fall,"c(-71.0402009, 42.3826122)",East Boston,-71.0402009,42.3826122,476
Condor Street Urban Wild,Parks,Cell 206,ChIJrWsrCEtw44kR-8vYEcd9iP0,checked,park,google_api,"c(-71.02962, 42.382912)",East Boston,-71.02962,42.382912,477
Congregación León de Judá,Places of Worship,Cell 125,ChIJ1ayWUz5644kR0Ej-t8P0-Ak,checked,place of worship,google_api,"c(-71.0768042, 42.3345056)",Roxbury,-71.0768042,42.3345056,478
Congregation Chai Odom,Places of Worship,Cell 105,NA,new,NA,humancoding_fall,"c(-71.1486539, 42.3381831)",Brighton,-71.1486539,42.3381831,479
Congregation Kadimah-Toras Moshe,Places of Worship,Cell 121,NA,new,NA,humancoding_fall,"c(-71.1443208, 42.3448014)",Brighton,-71.1443208,42.3448014,480
Connell Soccer Field,Parks,Cell 16,NA,new,NA,humancoding_fall,"c(-71.1353728, 42.2554628)",Hyde Park,-71.1353728,42.2554628,482
Connolly Branch of the Boston Public Library,Community Spaces,Cell 83,ChIJHztLCXd544kRcDubOXKIRVg,checked,library,google_api,"c(-71.111069, 42.320667)",Jamaica Plain,-71.111069,42.320667,483
Constitution Beach,Parks,Cell 218,ChIJM-dOFdNx44kRLkoaQ8znYvs,checked,park,google_api,"c(-71.009819, 42.384401)",East Boston,-71.009819,42.384401,484
Cook Street Play Area,Parks,Cell 193,NA,new,NA,humancoding_fall,"c(-71.0639688, 42.3808361)",Charlestown,-71.0639688,42.3808361,485
Copley Square Farmers Market,Parks,Cell 144,ChIJ8aXOigx644kRcP-7sJhCM0s,checked,square,google_api,"c(-71.076563, 42.349775)",Back Bay,-71.076563,42.349775,486
Copley Square Park,Parks,Cell 161,ChIJVWKj6g5644kRSLjjyMWdG70,checked,fountain,google_api,"c(-71.0770224, 42.3499694)",Back Bay,-71.0770224,42.3499694,488
Coppenhagen Fountain,Parks,Cell 98,ChIJDb9d8FF644kRpf3RZlI3MR0,checked,fountain,google_api,"c(-71.06082, 42.319962)",Dorchester,-71.06082,42.319962,489
Coppens Square,Parks,Cell 87,ChIJyfudTEt744kRF1xeByLrM7E,checked,square,google_api,"c(-71.064385, 42.308374)",Dorchester,-71.064385,42.308374,490
Copps Hill Buring Ground,Parks,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0558435, 42.3672876)",North End,-71.0558435,42.3672876,491
CORCORAN MULLINS JENNISON COMMUNITY BUILDING,Community Spaces,Cell 111,ChIJ___Pdfl644kRX5_HPmNdbUE,checked,community center,google_api,"c(-71.044995, 42.319054)",Dorchester,-71.044995,42.319054,492
Cornerstone Community Church,Places of Worship,Cell 144,ChIJJ78DMQt644kRXp1kwxvMf-E,checked,place of worship,google_api,"c(-71.0703091, 42.3462249)",South End,-71.0703091,42.3462249,493
Cornerstone Pizza Cafe,Social Businesses,Cell 78,ChIJ19uRLcF744kROo3b2kvk1xE,checked,cafe,google_api,"c(-71.073206, 42.299411)",Dorchester,-71.073206,42.299411,494
Countway Library,Community Spaces,Cell 106,ChIJjfgzto5544kRC9pF1ojKMsk,checked,library,google_api,"c(-71.103584, 42.33522)",Longwood,-71.103584,42.33522,495
Crawford Street Playground,Parks,Cell 85,NA,new,NA,humancoding_fall,"c(-71.0926768, 42.3153263)",Roxbury,-71.0926768,42.3153263,498
Crite Park,Parks,Cell 144,ChIJBaMRxup744kR8-_tsfDU2Vw,checked,park,google_api,"c(-71.0763283, 42.344809)",South End,-71.0763283,42.344809,499
Cross Town Church International,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0795362, 42.3357062)",Roxbury,-71.0795362,42.3357062,500
Cuneo Park,Parks,Cell 217,ChIJs3_JKM1x44kRiY6Td3MFx3M,checked,park,google_api,"c(-71.016754, 42.383658)",East Boston,-71.016754,42.383658,501
Curley Community Center,Community Spaces,Cell 129,ChIJXSckr_R644kR-KIFCJJr13o,checked,community center,google_api,"c(-71.036594, 42.329266)",South Boston,-71.036594,42.329266,502
Curry Center Square,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.08823072, 42.33879762)",Fenway,-71.08823072,42.33879762,503
Curtis Hall Community Center,Community Spaces,Cell 74,ChIJ1V9r5Gt544kRbPz0Fv97N6I,"checked, visited",community center,google_api,"c(-71.115137, 42.308858)",Jamaica Plain,-71.115137,42.308858,504
Cutillo Park,Parks,Cell 174,ChIJaxpIL49w44kR5lsnhwh_sW4,checked,park,google_api,"c(-71.056301, 42.363664)",North End,-71.056301,42.363664,505
D. Blakely Hoar Sanctuary,Parks,Cell 52,NA,new,NA,humancoding_fall,"c(-71.161933, 42.3004491)",West Roxbury,-71.161933,42.3004491,506
D’flacco barber shop,Social Businesses,Cell 121,NA,new,NA,humancoding_fall,"c(-71.1431174, 42.3441168)",Brighton,-71.1431174,42.3441168,507
"Dacia & Woodcliff Community Garden
",Community Spaces,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0768491, 42.3157735)",Roxbury,-71.0768491,42.3157735,508
Dana's Nail Salon,Social Businesses,Cell 120,NA,new,NA,humancoding_fall,"c(-71.1603838, 42.3487159)",Brighton,-71.1603838,42.3487159,509
Daniel's Bakery,Social Businesses,Cell 120,NA,new,NA,humancoding_fall,"c(-71.1549, 42.3492472)",Brighton,-71.1549,42.3492472,510
DANNY'S BARBERSHOP,Social Businesses,Cell 45,NA,new,NA,humancoding_fall,"c(-71.1184917, 42.2796587)",Roslindale,-71.1184917,42.2796587,511
Dash Cafe,Social Businesses,Cell 120,ChIJCfbx8TV444kR-mAWYuXnjIA,checked,cafe,google_api,"c(-71.149695, 42.349477)",Brighton,-71.149695,42.349477,513
Davis Hairdressing,Social Businesses,Cell 146,NA,new,NA,humancoding_fall,"c(-71.0500052, 42.3381135)",South Boston,-71.0500052,42.3381135,514
"Debre Menkrat Saint Gebriel Ethiopian Orthodox Tewahedo Church
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,"c(-71.0717099, 42.302978)",Dorchester,-71.0717099,42.302978,518
Decatur and Meridian Streets Park,Parks,Cell 195,ChIJOdt6mFxw44kRRZfurPosHkc,checked,park,google_api,"c(-71.03953, 42.372452)",East Boston,-71.03953,42.372452,519
Deer Street Park,Parks,Cell 87,ChIJnfydbYR744kRKZ5mlFthuw0,checked,park,google_api,"c(-71.058738, 42.310988)",Dorchester,-71.058738,42.310988,520
DeFillipo Playground,Parks,Cell 183,ChIJsw35Hoxw44kROn8PNp0YwKM,"checked, visited",park,google_api,"c(-71.056811, 42.366572)",North End,-71.056811,42.366572,521
Del Ara Salon,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0552436, 42.3639541)",North End,-71.0552436,42.3639541,522
Delicious Yogurt,Social Businesses,Cell 44,NA,new,NA,humancoding_fall,"c(-71.1274263, 42.2867767)",Roslindale,-71.1274263,42.2867767,523
Delini Gelato,Social Businesses,Cell 31,ChIJt8BnuiZ_44kROLYvrYw8O9c,checked,cafe,google_api,"c(-71.156653, 42.283585)",West Roxbury,-71.156653,42.283585,524
Deliverence Temple Church of God,Places of Worship,Cell 86,ChIJ1Vwx1sd744kRi05xSF0AhZ0,checked,place of worship,google_api,"c(-71.076058, 42.307736)",Dorchester,-71.076058,42.307736,525
Dell Rock Park,Parks,Cell 17,ChIJJxCBPO1-44kRnsfGveCrjn4,checked,park,google_api,"c(-71.122414, 42.260269)",Hyde Park,-71.122414,42.260269,526
Deluxe Nail Bar West,Social Businesses,Cell 146,NA,new,NA,humancoding_fall,"c(-71.0492341, 42.3375307)",South Boston,-71.0492341,42.3375307,527
Dennis Street Park,Parks,Cell 97,ChIJ4Wx6DTZ644kRUqclm7xY9xg,checked,park,google_api,"c(-71.074875, 42.322292)",Roxbury,-71.074875,42.322292,528
Department of Innovation and Technology,Community Spaces,Cell 174,ChIJxy30uYVw44kRqJRxbOVmGXw,checked,city hall,google_api,"c(-71.057647, 42.360018)",Downtown,-71.057647,42.360018,529
Dharmadhatu Buddhist Center,Places of Worship,Cell 106,NA,new,NA,humancoding_fall,"c(-71.1102919, 42.3377674)",Longwood,-71.110291899999993,42.3377674,530
Di Salvo's Barbershop,Social Businesses,Cell 174,NA,new,NA,humancoding_fall,"c(-71.0579997, 42.3571482)",Downtown,-71.0579997,42.3571482,531
Distillery Gallery,Other,Cell 147,NA,new,NA,humancoding_fall,"c(-71.0422295, 42.3375502)",South Boston,-71.0422295,42.3375502,533
Diva Nail bar and beauty,Social Businesses,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.07182968, 42.2948636)",Dorchester,-71.07182968,42.2948636,534
Divina Café,Social Businesses,Cell 206,NA,new,NA,humancoding_fall,"c(-71.0390241, 42.3798179)",East Boston,-71.0390241,42.3798179,535
Djady's Beauty Salon and Barber Shop,Social Businesses,Cell 98,NA,new,NA,humancoding_fall,"c(-71.0573429, 42.3142015)",Dorchester,-71.0573429,42.3142015,536
Dog Park,Parks,Cell 184,NA,new,NA,humancoding_fall,"c(-71.0419801, 42.3687358)",East Boston,-71.0419801,42.3687358,537
Doherty Playground,Parks,Cell 193,NA,new,NA,humancoding_fall,"c(-71.0678908, 42.3814115)",Charlestown,-71.0678908,42.3814115,538
Doherty-Gibson baseballfield,Parks,Cell 79,NA,new,NA,humancoding_fall,"c(-71.0618108, 42.2971666)",Dorchester,-71.0618108,42.2971666,539
Dolce Cafe,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.05467226, 42.36382238)",North End,-71.05467226,42.36382238,540
Dolce Vita Cafe,Social Businesses,Cell 105,ChIJIS3w4Ux444kRbCDLtr4qFMI,checked,cafe,google_api,"c(-71.146613, 42.341243)",Brighton,-71.146613,42.341243,541
Don Negro Barbershop,Social Businesses,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.07453302, 42.29108867)",Dorchester,-71.07453302,42.29108867,542
Dor Bakery,Social Businesses,Cell 47,NA,new,NA,humancoding_fall,"c(-71.0914086, 42.2746859)",Mattapan,-71.0914086,42.2746859,543
Dorchester Baptist Church,Places of Worship,Cell 98,ChIJm0yTjVN644kRUEILUpGPKOQ,checked,place of worship,google_api,"c(-71.056499, 42.317368)",Dorchester,-71.056499,42.317368,544
"Dorchester Berea Seventh-day Adventist Church
",Places of Worship,Cell 85,NA,new,NA,humancoding_fall,"c(-71.0921751, 42.3103182)",Roxbury,-71.0921751,42.3103182,545
"Dorchester Cape Verdean SDA Church
",Places of Worship,Cell 87,NA,new,NA,humancoding_fall,"c(-71.0683742, 42.3068911)",Dorchester,-71.0683742,42.3068911,546
Dorchester Park,Parks,Cell 49,ChIJRWe013d844kRNjTDA6txjFg,checked,park,google_api,"c(-71.063377, 42.277223)",Dorchester,-71.063377,42.277223,547
"Dorchester Park, Adams Street entrance",Parks,Cell 60,ChIJ11bPB3h844kR39cHomioD6o,checked,park,google_api,"c(-71.0609593, 42.2769548)",Dorchester,-71.0609593,42.2769548,548
"Dorchester Portuguese Seventh-Day Adventist Church
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,"c(-71.0676747, 42.3015829)",Dorchester,-71.0676747,42.3015829,549
Dorchester Shores Reservation,Parks,Cell 80,ChIJA3R22wt744kRe2v6tFaPLNs,checked,park,google_api,"c(-71.045489, 42.297193)",Dorchester,-71.045489,42.297193,550
Dorchester Shores Reservation,Parks,Cell 111,NA,new,NA,humancoding_fall,"c(-71.0439787, 42.3222451)",Dorchester,-71.0439787,42.3222451,551
Dorchester Waymark Seventh-day Adventist Church,Places of Worship,Cell 98,NA,new,NA,humancoding_fall,"c(-71.0563344, 42.3151376)",Dorchester,-71.0563344,42.3151376,552
Dot Cafe,Social Businesses,Cell 79,ChIJ238ymKR744kRB119fG7lqw8,checked,cafe,google_api,"c(-71.060209, 42.300982)",Dorchester,-71.060209,42.300982,554
Downer Avenue Playground,Parks,Cell 87,NA,new,NA,humancoding_fall,"c(-71.0618178, 42.3116664)",Dorchester,-71.0618178,42.3116664,555
Draper Playground,Parks,Cell 14,NA,new,NA,humancoding_fall,"c(-71.1608322, 42.2600794)",West Roxbury,-71.1608322,42.2600794,557
Draper Pool,Parks,Cell 14,NA,new,NA,humancoding_fall,"c(-71.1597082, 42.2600719)",West Roxbury,-71.1597082,42.2600719,558
Dry Dock Plaza Park,Parks,Cell 164,ChIJC6ANchV744kRgtsfpIXnm6o,checked,park,google_api,"c(-71.031466, 42.345253)",South Boston Waterfront,-71.031466,42.345253,559
Drydock Green Space,Parks,Cell 165,NA,new,NA,humancoding_fall,"c(-71.0259232, 42.3448539)",South Boston Waterfront,-71.0259232,42.3448539,560
Dudley Cafe,Social Businesses,Cell 108,ChIJQd6q5Dp644kRBYBXSyT3s_8,checked,cafe,google_api,"c(-71.083464, 42.330008)",Roxbury,-71.083464,42.330008,561
Dudley Square Plaza,Parks,Cell 109,ChIJW9nNaUt744kRXuDl95Rykxk,checked,square,google_api,"c(-71.074962, 42.324866)",Roxbury,-71.074962,42.324866,562
Dudley Town Common,Parks,Cell 109,NA,new,NA,humancoding_fall,"c(-71.0755665, 42.3266102)",Roxbury,-71.0755665,42.3266102,563
