name,type,cell_id,google_id,status,search,source,x,y,id
Congregación León de Judá,Places of Worship,Cell 125,ChIJ1ayWUz5644kR0Ej-t8P0-Ak,checked,place of worship,googlapi,-71.0768042,42.3345056,315
Connolly Branch of the Boston Public Library,Community Spaces,Cell 83,ChIJHztLCXd544kRcDubOXKIRVg,checked,library,googlapi,-71.111069,42.320667,317
Copley Square Farmers Market,Parks,Cell 144,ChIJ8aXOigx644kRcP-7sJhCM0s,checked,square,googlapi,-71.076563,42.349775,318
Copley Square Park,Parks,Cell 161,ChIJVWKj6g5644kRSLjjyMWdG70,checked,fountain,googlapi,-71.0770224,42.3499694,320
Coppenhagen Fountain,Parks,Cell 98,ChIJDb9d8FF644kRpf3RZlI3MR0,checked,fountain,googlapi,-71.06082,42.319962,321
Coppens Square,Parks,Cell 87,ChIJyfudTEt744kRF1xeByLrM7E,checked,square,googlapi,-71.064385,42.308374,322
Copps Hill Buring Ground,Parks,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.0558435,42.3672876,323
CORCORAN MULLINS JENNISON COMMUNITY BUILDING,Community Spaces,Cell 111,ChIJ___Pdfl644kRX5_HPmNdbUE,checked,community center,googlapi,-71.044995,42.319054,324
Cornerstone Community Church,Places of Worship,Cell 144,ChIJJ78DMQt644kRXp1kwxvMf-E,checked,place of worship,googlapi,-71.0703091,42.3462249,325
Cornerstone Pizza Cafe,Social Businesses,Cell 78,ChIJ19uRLcF744kROo3b2kvk1xE,checked,cafe,googlapi,-71.073206,42.299411,326
Countway Library,Community Spaces,Cell 106,ChIJjfgzto5544kRC9pF1ojKMsk,checked,library,googlapi,-71.103584,42.33522,327
Crawford Street Playground,Parks,Cell 85,NA,new,NA,humancoding_fall,-71.0926768,42.3153263,330
Crite Park,Parks,Cell 144,ChIJBaMRxup744kR8-_tsfDU2Vw,checked,park,googlapi,-71.0763283,42.344809,331
Cross Town Church International,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,-71.0795362,42.3357062,332
Curley Community Center,Community Spaces,Cell 129,ChIJXSckr_R644kR-KIFCJJr13o,checked,community center,googlapi,-71.036594,42.329266,333
Curry Center Square,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.08823072,42.33879762,334
Curtis Hall Community Center,Community Spaces,Cell 74,ChIJ1V9r5Gt544kRbPz0Fv97N6I,"checked, visited",community center,googlapi,-71.115137,42.308858,335
Cutillo Park,Parks,Cell 174,ChIJaxpIL49w44kR5lsnhwh_sW4,checked,park,googlapi,-71.056301,42.363664,336
Cypress Street Playground,Parks,Cell 93,ChIJXdpKdKR544kRHIQqeAMjuU4,checked,park,googlapi,-71.125876,42.331864,337
"Dacia & Woodcliff Community Garden
",Community Spaces,Cell 97,NA,new,NA,humancoding_fall,-71.0768491,42.3157735,338
Davis Hairdressing,Social Businesses,Cell 146,NA,new,NA,humancoding_fall,-71.0500052,42.3381135,340
"Debre Menkrat Saint Gebriel Ethiopian Orthodox Tewahedo Church
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,-71.0717099,42.302978,342
Deer Street Park,Parks,Cell 87,ChIJnfydbYR744kRKZ5mlFthuw0,checked,park,googlapi,-71.058738,42.310988,343
DeFillipo Playground,Parks,Cell 183,ChIJsw35Hoxw44kROn8PNp0YwKM,"checked, visited",park,googlapi,-71.056811,42.366572,344
Del Ara Salon,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.0552436,42.3639541,345
Deliverence Temple Church of God,Places of Worship,Cell 86,ChIJ1Vwx1sd744kRi05xSF0AhZ0,checked,place of worship,googlapi,-71.076058,42.307736,346
Deluxe Nail Bar West,Social Businesses,Cell 146,NA,new,NA,humancoding_fall,-71.0492341,42.3375307,347
Dennis Street Park,Parks,Cell 97,ChIJ4Wx6DTZ644kRUqclm7xY9xg,checked,park,googlapi,-71.074875,42.322292,348
Department of Innovation and Technology,Community Spaces,Cell 174,ChIJxy30uYVw44kRqJRxbOVmGXw,checked,city hall,googlapi,-71.057647,42.360018,349
Dharmadhatu Buddhist Center,Places of Worship,Cell 106,NA,new,NA,humancoding_fall,-71.1102919,42.3377674,350
Di Salvo's Barbershop,Social Businesses,Cell 174,NA,new,NA,humancoding_fall,-71.0579997,42.3571482,351
Distillery Gallery,Other,Cell 147,NA,new,NA,humancoding_fall,-71.0422295,42.3375502,353
Diva Nail bar and beauty,Social Businesses,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.07182968,42.2948636,354
Djady's Beauty Salon and Barber Shop,Social Businesses,Cell 98,NA,new,NA,humancoding_fall,-71.0573429,42.3142015,355
Doherty-Gibson baseballfield,Parks,Cell 79,NA,new,NA,humancoding_fall,-71.0618108,42.2971666,356
Dolce Cafe,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.05467226,42.36382238,357
Don Negro Barbershop,Social Businesses,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.07453302,42.29108867,358
Dorchester Baptist Church,Places of Worship,Cell 98,ChIJm0yTjVN644kRUEILUpGPKOQ,checked,place of worship,googlapi,-71.056499,42.317368,359
"Dorchester Berea Seventh-day Adventist Church
",Places of Worship,Cell 85,NA,new,NA,humancoding_fall,-71.0921751,42.3103182,360
"Dorchester Cape Verdean SDA Church
",Places of Worship,Cell 87,NA,new,NA,humancoding_fall,-71.0683742,42.3068911,361
"Dorchester Park, Adams Street entrance",Parks,Cell 60,ChIJ11bPB3h844kR39cHomioD6o,checked,park,googlapi,-71.0609593,42.2769548,362
"Dorchester Portuguese Seventh-Day Adventist Church
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,-71.0676747,42.3015829,363
Dorchester Shores Reservation,Parks,Cell 80,ChIJA3R22wt744kRe2v6tFaPLNs,checked,park,googlapi,-71.045489,42.297193,364
Dorchester Shores Reservation,Parks,Cell 111,NA,new,NA,humancoding_fall,-71.0439787,42.3222451,365
Dorchester Waymark Seventh-day Adventist Church,Places of Worship,Cell 98,NA,new,NA,humancoding_fall,-71.0563344,42.3151376,366
Dot Cafe,Social Businesses,Cell 79,ChIJ238ymKR744kRB119fG7lqw8,checked,cafe,googlapi,-71.060209,42.300982,368
Downer Avenue Playground,Parks,Cell 87,NA,new,NA,humancoding_fall,-71.0618178,42.3116664,369
Downes Field,Parks,Cell 94,NA,new,NA,humancoding_fall,-71.1184854,42.3248696,370
Dry Dock Plaza Park,Parks,Cell 164,ChIJC6ANchV744kRgtsfpIXnm6o,checked,park,googlapi,-71.031466,42.345253,372
Drydock Green Space,Parks,Cell 165,NA,new,NA,humancoding_fall,-71.0259232,42.3448539,373
Dudley Cafe,Social Businesses,Cell 108,ChIJQd6q5Dp644kRBYBXSyT3s_8,checked,cafe,googlapi,-71.083464,42.330008,374
Dudley Square Plaza,Parks,Cell 109,ChIJW9nNaUt744kRXuDl95Rykxk,checked,square,googlapi,-71.074962,42.324866,375
Dudley Town Common,Parks,Cell 109,NA,new,NA,humancoding_fall,-71.0755665,42.3266102,376
Dunkin on Huntington,Social Businesses,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.08643364,42.34183208,377
Dunkin',Social Businesses,Cell 66,ChIJv87PHUZ544kRFDISlLAiWno,checked,cafe,googlapi,-71.116108,42.295565,378
Dunkin',Social Businesses,Cell 74,ChIJXz6OPc1544kRivoOdDePJ2o,"checked, visited",cafe,googlapi,-71.115213,42.310456,379
Dunkin',Social Businesses,Cell 95,ChIJ1dP4IYJ544kRmf1YveWVTX0,checked,cafe,googlapi,-71.103819,42.32307,380
Dunkin',Social Businesses,Cell 84,NA,new,NA,humancoding_fall,-71.098097,42.3167868,381
Dunkin',Social Businesses,Cell 86,ChIJXa-Vgs9744kREGPYl7xx8RU,checked,cafe,googlapi,-71.082084,42.309408,382
Dunkin',Social Businesses,Cell 60,ChIJpS_yz4Z744kRa3B3WrXYx54,checked,cafe,googlapi,-71.064857,42.285003,383
Dunkin',Social Businesses,Cell 79,ChIJVZAXx6J744kRRixN-fPR04A,checked,cafe,googlapi,-71.060417,42.296987,384
Dunkin',Social Businesses,Cell 80,ChIJf-ovtQp744kR6gVfUgHsjWg,checked,cafe,googlapi,-71.048724,42.292605,385
Dunkin',Social Businesses,Cell 80,ChIJf-ovtQp744kRa8pFJDDjD8k,checked,cafe,googlapi,-71.048114,42.29371,386
Dunkin',Social Businesses,Cell 71,ChIJMTRpe3d744kRSD_eOIFaEII,checked,cafe,googlapi,-71.046134,42.283825,387
Dunkin',Social Businesses,Cell 62,ChIJ9WEkomV744kR110XXsOwg5I,checked,cafe,googlapi,-71.034547,42.280326,388
East 1st Dog Park,Parks,Cell 148,ChIJAdJZ_Zl644kRvVloWcQ0MaI,"checked, visited",park,googlapi,-71.03134,42.338346,390
East Side Hair Salon,Social Businesses,Cell 148,NA,"new, visited",NA,humancoding_fall,-71.02704216,42.33524082,391
Eastman COurt,Parks,Cell 160,NA,new,NA,humancoding_fall,-71.090106,42.3599692,392
Ebenezer Baptist Church,Places of Worship,Cell 125,ChIJ0a7v0hV644kRTJinJld-Hkk,checked,place of worship,googlapi,-71.078611,42.339167,393
Ebenezer House Of Worship,Places of Worship,Cell 110,ChIJ_7QOIDB744kROgJR5gmKX2A,checked,place of worship,googlapi,-71.060392,42.326611,394
Edgerley Family South Boston Boys & Girls Club,Community Spaces,Cell 127,NA,new,NA,humancoding_fall,-71.0496466,42.3349772,395
Edward Everett Square,Parks,Cell 98,ChIJacYy4lF644kRe2jehgbEWLs,checked,square,googlapi,-71.062046,42.320434,396
Egleston Community Garden,Parks,Cell 85,NA,new,NA,humancoding_fall,-71.0957757,42.3144535,397
"Egleston Community Orchard
",Parks,Cell 84,NA,new,NA,humancoding_fall,-71.1016337,42.3141792,398
Egleston Square Branch of the Boston Public Library,Community Spaces,Cell 85,ChIJTyMoSNZ744kRu0d2yJihk1M,checked,library,googlapi,-71.095692,42.314114,400
Egleston Square Peace Garden,Parks,Cell 84,ChIJL7fVrn1544kRo5kICAdE0RY,checked,square,googlapi,-71.099685,42.314571,402
"Egleston YMCA
",Community Spaces,Cell 84,NA,new,NA,humancoding_fall,-71.0994468,42.3142206,403
Église de Dieu de La Pentecôte Libre,Places of Worship,Cell 68,NA,new,NA,humancoding_fall,-71.0872102,42.2951591,405
El Nuevo Estilo Barbershop,Social Businesses,Cell 98,NA,new,NA,humancoding_fall,-71.0571068,42.3180657,406
"El Parquecito de la Hermandad
",Parks,Cell 85,NA,new,NA,humancoding_fall,-71.096737,42.3120753,407
"El Parquesito Playground, Franklin Park",Parks,Cell 85,ChIJNSL9Vn1544kRy3Xnz_A-1Fk,checked,park,googlapi,-71.097415,42.311643,408
ELC Playlot,Parks,Cell 97,NA,new,NA,humancoding_fall,-71.0792736,42.3152722,409
"Elier barbershop
",Social Businesses,Cell 87,NA,new,NA,humancoding_fall,-71.0688404,42.3047337,410
Eliot Norton Park,Parks,Cell 162,ChIJa6ExynZ644kRY9QtxkTsfVw,checked,park,googlapi,-71.065955,42.349142,411
Ell Hall Walkway,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.08826693,42.33950566,412
"Ellington Street Garden
",Parks,Cell 77,NA,new,NA,humancoding_fall,-71.0811403,42.301368,413
Ellis Memorial Children's Park,Parks,Cell 144,NA,new,NA,humancoding_fall,-71.0694391,42.3474072,414
Elm Hill Park,Parks,Cell 86,ChIJ1WobzDx744kRUCGZk-9lrn8,checked,park,googlapi,-71.082944,42.31287,415
Elma Lewis Playhouse in the Park,Parks,Cell 76,ChIJIShqtNh744kRHKT4JHq8zQc,checked,park,googlapi,-71.096119,42.3067,416
Elmhurst Street Park,Parks,Cell 69,ChIJ13U_NIB744kRoYAgM1j4m_A,"checked, visited",park,googlapi,-71.076436,42.289279,417
Emerald Necklace,Parks,Cell 94,NA,new,NA,humancoding_fall,-71.1169683,42.3225351,418
Emerald Necklace Path,Parks,Cell 83,NA,new,NA,humancoding_fall,-71.1213599,42.3140125,419
Emerson College Library,Community Spaces,Cell 162,ChIJuYoPRHZ644kRFZ_5FgUUimU,checked,library,googlapi,-71.065824,42.352205,420
Emmanuel Episcopal Church of Boston,Places of Worship,Cell 161,NA,new,NA,humancoding_fall,-71.0723862,42.3524971,422
Emmons Horrigan O'Neil Memorial Rink,Parks,Cell 182,NA,new,NA,humancoding_fall,-71.0662031,42.3739773,423
Endicott Triangle,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0573365,42.3637382,424
"Ephese Haitian SDA Church
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,-71.0730702,42.2988076,425
"Erie-Ellington Playground
",Parks,Cell 77,NA,new,NA,humancoding_fall,-71.0831377,42.3014546,426
Eritrean Community Center,Community Spaces,Cell 125,ChIJw0vV5j1644kRkPPd7tJKQ9w,checked,community center,googlapi,-71.079889,42.335962,427
Espejo Beauty Salon,Social Businesses,Cell 96,NA,new,NA,humancoding_fall,-71.0863729,42.3185084,428
Esperanza Garden,Parks,Cell 97,NA,new,NA,humancoding_fall,-71.070948,42.3166368,429
Esplanade Playground,Parks,Cell 161,NA,new,NA,humancoding_fall,-71.0748923,42.3560739,430
Espresso Yourself,Social Businesses,Cell 74,ChIJ0xBPAmx544kR5AhgFF0XVqQ,"checked, visited",cafe,googlapi,-71.115328,42.31013,431
Ether Monument,Parks,Cell 161,ChIJMeuQ2Z9w44kREGXiqsqbTw8,checked,fountain,googlapi,-71.071418,42.354825,432
Ethiopian Cafe,Social Businesses,Cell 94,ChIJ2Vq1Anh544kRhQO4Ho_qWXQ,checked,cafe,googlapi,-71.109111,42.322384,433
Ethiopian Evangelical Church,Places of Worship,Cell 108,ChIJ1WzipoRw44kRwZ86TQ13Rus,checked,place of worship,googlapi,-71.087317,42.32641,434
Eustis Street Playground,Parks,Cell 109,NA,new,NA,humancoding_fall,-71.074382,42.3262425,436
Evans Field,Parks,Cell 148,NA,"new, visited",NA,humancoding_fall,-71.0233828,42.337755,437
Evans Way Park,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0982783,42.3380286,438
Evergreen Eatery & Cafe,Social Businesses,Cell 75,ChIJZSAVEYt544kRsaFkxUDcHDU,checked,cafe,googlapi,-71.106705,42.310547,439
Faith Christian Church,Places of Worship,Cell 68,ChIJwZqyWuR744kRYsBhmDgwMQc,checked,place of worship,googlapi,-71.089325,42.294094,441
Faith Family Center,Places of Worship,Cell 109,ChIJlWMkfUh644kRoHHTy25c_ls,checked,place of worship,googlapi,-71.070573,42.325397,442
Faith Urban Assembly,Places of Worship,Cell 69,ChIJy4G0mpR744kRVnjM9YJx2j8,"checked, visited",place of worship,googlapi,-71.070817,42.293061,443
Family Nurturing Center,Community Spaces,Cell 87,NA,new,NA,humancoding_fall,-71.0686792,42.3051353,444
Fan Pier Park,Parks,Cell 175,NA,new,NA,humancoding_fall,-71.0464733,42.3548123,445
"Fannie Lou Hamer Community Garden
",Parks,Cell 78,NA,new,NA,humancoding_fall,-71.0707448,42.2964797,446
"FarmCollab | HOPE Garden
",Parks,Cell 78,NA,new,NA,humancoding_fall,-71.066772,42.3007695,447
Farmer’s Horse Coffee,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,-71.083402,42.341985,448
"Faro Divino Shamah International Ministries, Inc",Places of Worship,Cell 97,ChIJy7u-yjR644kRRtDZ5P3gsnM,checked,place of worship,googlapi,-71.078242,42.317703,449
Father Jack Roussin Community Center,Community Spaces,Cell 84,ChIJTcCvp31544kRB-gB2bR6XsQ,checked,community center,googlapi,-71.099372,42.314292,450
Federal Reserve Bank Research Library,Community Spaces,Cell 163,ChIJa5tN6YFw44kR8iH-n5-FB-Q,checked,library,googlapi,-71.053416,42.352676,451
Fellowship Church of God,Places of Worship,Cell 95,ChIJ3VAEEYJ544kRnxsZGDVPzkM,checked,place of worship,googlapi,-71.104234,42.323074,452
Fellowship Mission Church,Places of Worship,Cell 107,ChIJrbLYRSh644kRN6gvBiijsi4,"checked, visited",place of worship,googlapi,-71.095457,42.328468,453
"Fenelon Street Playground
",Parks,Cell 77,NA,new,NA,humancoding_fall,-71.0796382,42.3031937,454
Fenway Church,Places of Worship,Cell 142,ChIJZWDwavF544kRPrtUCy12pbo,"checked, visited",place of worship,googlapi,-71.1048552,42.3470984,455
Fenway Community Center,Community Spaces,Cell 123,ChIJ09zF5x1644kRN5cexs-_bUo,checked,community center,googlapi,-71.097542,42.344312,456
"Fenway Library Organization, Inc.",Community Spaces,Cell 107,ChIJybwEWSB644kR7-rwXol4LK4,checked,library,googlapi,-71.09547,42.33543,457
Fenway Park,Parks,Cell 142,NA,"new, visited",NA,humancoding_fall,-71.0972056,42.3466802,458
Fiedler Field,Parks,Cell 161,NA,new,NA,humancoding_fall,-71.0757828,42.35628,459
Fields Corner Branch Boston Public Library,Community Spaces,Cell 79,ChIJFTIUPKN744kRGXYgaafKfHA,checked,library,googlapi,-71.060271,42.298893,460
Fineman & Pappas Law Libraries,Community Spaces,Cell 142,ChIJjQGcEfd544kRwLFbyHtPIgM,checked,library,googlapi,-71.107099,42.350948,461
Firicano's Barbershop,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.0526711,42.3636136,462
First Baptist Church,Places of Worship,Cell 83,ChIJMSJoEW5544kRGNg8KUPWopU,checked,place of worship,googlapi,-71.114676,42.313765,463
First Baptist Church,Places of Worship,Cell 70,NA,new,NA,humancoding_fall,-71.0556106,42.2879897,464
First Church in Boston,Places of Worship,Cell 161,NA,new,NA,humancoding_fall,-71.0746057,42.3537466,465
First Church In Jamaica Plain,Places of Worship,Cell 74,ChIJV9_WDWx544kRe0RduvJY_3Q,"checked, visited",place of worship,googlapi,-71.116209,42.310025,466
First Hispanic Baptist Church,Places of Worship,Cell 83,NA,new,NA,humancoding_fall,-71.1117045,42.3183175,467
First Lutheran Church of Boston,Places of Worship,Cell 161,NA,new,NA,humancoding_fall,-71.0741738,42.3538279,468
"First Parish Dorchester
",Places of Worship,Cell 87,NA,new,NA,humancoding_fall,-71.0622948,42.3081756,469
First Parish in Brookline,Places of Worship,Cell 93,NA,new,NA,humancoding_fall,-71.1306555,42.3271452,470
First Stret Park,Parks,Cell 147,NA,new,NA,humancoding_fall,-71.0398288,42.3397141,471
Fisher College Library,Community Spaces,Cell 161,ChIJIZpxBqBw44kRr2yZxLg11ho,checked,library,googlapi,-71.0741257,42.3552203,473
Flaherty Park,Parks,Cell 146,ChIJqffBNTR744kRZYmxzpv08g8,checked,park,googlapi,-71.053056,42.341865,474
Flour Bakery & Cafe,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,-71.074559,42.3384998,475
Flour Bakery & Cafe,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.073722,42.3482811,476
Flour Bakery + Cafe,Social Businesses,Cell 143,NA,new,NA,humancoding_fall,-71.0845764,42.3460049,477
Follett Higher Education Group,Social Businesses,Cell 174,ChIJa_TtTINw44kRP7YheWOh2WU,checked,bookstore,googlapi,-71.061316,42.356976,478
Folsom Street Community Garden,Community Spaces,Cell 97,NA,new,NA,humancoding_fall,-71.0720996,42.3185719,479
Forbes Street Community Garden,Community Spaces,Cell 94,NA,new,NA,humancoding_fall,-71.1077599,42.3216511,481
Forbes Street Playground,Parks,Cell 95,NA,new,NA,humancoding_fall,-71.1060497,42.3205227,482
Fountain Street,Other,Cell 145,ChIJZ_vQkjOI44kROZtHs4drYlk,checked,fountain,googlapi,-71.065404,42.34254,484
Four Corners Action Coalition,Social Businesses,Cell 78,NA,new,NA,humancoding_fall,-71.0734524,42.2986955,485
"Franklin Field BHA Green Park
",Parks,Cell 68,NA,new,NA,humancoding_fall,-71.0849087,42.2900871,486
Franklin Field Elderly Community Center,Community Spaces,Cell 68,ChIJ__8T1O9744kRz_zeerwUUlU,checked,community center,googlapi,-71.082763,42.290189,487
Franklin Park,Parks,Cell 77,ChIJg2jTvd9744kR1g5elowqJeU,checked,park,googlapi,-71.087708,42.302842,489
Franklin Park - Overlook Ruins,Parks,Cell 76,ChIJAQAAnNh744kRpG1rVsc-7PQ,checked,park,googlapi,-71.096946,42.308122,490
Franklin Park Picnic Area,Parks,Cell 76,NA,new,NA,humancoding_fall,-71.0981466,42.3056196,491
Franklin Park Playstead,Parks,Cell 76,ChIJ7Vn76Nd744kRjf4vH5_s-80,checked,park,googlapi,-71.093974,42.307616,492
Franklin Park Tennis Courts,Parks,Cell 67,ChIJNzfHVV5544kRr4cCvPZZ-mg,checked,park,googlapi,-71.100574,42.300215,493
Franklin Park Zoo,Parks,Cell 76,ChIJme0fDdx744kRkewtCrKcph0,checked,park,googlapi,-71.09028,42.3052,494
Franklin Square,Parks,Cell 126,ChIJbQYEd6N744kRPvJsWFP6AiM,checked,square,googlapi,-71.072536,42.338801,495
Frederick Douglass Peace Garden,Parks,Cell 125,NA,new,NA,humancoding_fall,-71.0843815,42.336572,498
Frederick S. Pardee Management Library,Community Spaces,Cell 142,ChIJg0_QnPd544kRsZfN5kmTMdY,checked,library,googlapi,-71.099472,42.349672,500
Freedom Christ-Ministry,Places of Worship,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.0713254,42.2889006,501
"Freedom House Inc
",Community Spaces,Cell 86,NA,new,NA,humancoding_fall,-71.0836993,42.3108082,502
French Culteral Center,Community Spaces,Cell 161,ChIJ9eoavwp644kREpKocGVcTag,checked,library,googlapi,-71.0748151,42.3542505,503
Friends of the Public Garden,Parks,Cell 161,ChIJJYco-Sx644kRQeCdVSu82Z4,checked,garden,googlapi,-71.069823,42.35626,505
Friendship Apostolic Church,Places of Worship,Cell 77,ChIJTWXT-MB744kRiW84ODJIH80,checked,place of worship,googlapi,-71.0761952,42.3008657,506
Frugal Bookstore,Social Businesses,Cell 108,ChIJzaATkTp644kR2pQIwpD5AE0,checked,bookstore,googlapi,-71.0835588,42.3288925,507
Fry Howard Store,Social Businesses,Cell 126,ChIJ5RnU46d744kRVJHCktkQcS0,checked,bookstore,googlapi,-71.063562,42.335016,508
Gaelic Day Spa & Salon,Social Businesses,Cell 146,NA,new,NA,humancoding_fall,-71.0488532,42.3373998,509
Galvin Memorial Park,Parks,Cell 182,NA,new,NA,humancoding_fall,-71.064626,42.3716629,510
Garden of Peace,Parks,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.0758084,42.2887764,512
Garden of Peace,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0617845,42.3601512,513
Garden of Remembrance 9/11 Memorial,Parks,Cell 161,ChIJXfOICHV644kRRvQ_UubPMO4,checked,garden,googlapi,-71.070775,42.352724,514
Gardens,Parks,Cell 144,NA,new,NA,humancoding_fall,-71.0791616,42.344909,515
Garvey Playground,Parks,Cell 71,ChIJVxESE3V744kRBJ7TnSI1Whc,checked,park,googlapi,-71.045611,42.287958,518
Gate of Heaven & Saint Brigid Parishes,Places of Worship,Cell 148,NA,"new, visited",NA,humancoding_fall,-71.0304524,42.3355804,519
Gate of Heaven Catholic Church,Places of Worship,Cell 128,NA,new,NA,humancoding_fall,-71.040351,42.3344023,520
Geneva Cliffs,Parks,Cell 78,NA,new,NA,humancoding_fall,-71.0726639,42.3038725,522
George Robert White Memorial,Parks,Cell 161,ChIJoWiB6J9w44kRETvYQ4uwG_o,checked,fountain,googlapi,-71.072147,42.355345,523
Gerald “Jerry” Cunningham Memorial Dog Park,Parks,Cell 71,NA,new,NA,humancoding_fall,-71.0442148,42.2875188,524
Gertrude Howes Playground,Parks,Cell 109,NA,new,NA,humancoding_fall,-71.0785234,42.3243185,525
Gibson House Museum,Other,Cell 161,NA,new,NA,humancoding_fall,-71.0740953,42.3548053,526
Gilbert Albert Community Center,Community Spaces,Cell 77,ChIJp0TwZ5V744kRUbHhRBzuO-Q,checked,community center,googlapi,-71.07947,42.304149,527
Global Ministries Christian Church,Places of Worship,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.0708171,42.2883724,528
"Global Reach Evangelical Missionary Church
",Places of Worship,Cell 77,NA,new,NA,humancoding_fall,-71.0806539,42.3025457,529
Golgotha Seventh-Day Adventist Church,Places of Worship,Cell 64,ChIJkz2J7SV544kRUrqfFOuTeWU,checked,place of worship,googlapi,-71.1300441,42.2985897,530
Gong Cha,Social Businesses,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.08630925,42.34194508,531
Gordon and Denton Square Park,Parks,Cell 86,NA,new,NA,humancoding_fall,-71.0723857,42.3136062,532
"Grace Church of All Nations
",Places of Worship,Cell 85,NA,new,NA,humancoding_fall,-71.085596,42.3124613,533
Granada Park Garden,Parks,Cell 84,NA,new,NA,humancoding_fall,-71.0986697,42.3128908,534
Granary Burying Ground,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0617209,42.3574808,535
Grant A.M.E. Church,Places of Worship,Cell 125,ChIJt9vVgD5644kRzKtQDQKAWEM,checked,place of worship,googlapi,-71.0791346,42.3343689,536
"Greater Anointing Harvest Church
",Places of Worship,Cell 77,NA,new,NA,humancoding_fall,-71.0852036,42.2998884,537
Greater Friendship Baptist Church,Places of Worship,Cell 68,NA,new,NA,humancoding_fall,-71.0785653,42.296893,538
Greater Life Baptist Church,Places of Worship,Cell 69,ChIJleHDjpJ744kRKiS-YiFd6zg,"checked, visited",place of worship,googlapi,-71.07098,42.288761,539
Greater Love Tabernacle Church,Places of Worship,Cell 68,NA,new,NA,humancoding_fall,-71.0854174,42.2947746,540
Greek Orthodox Metropolis of Boston,Places of Worship,Cell 73,NA,new,NA,humancoding_fall,-71.1317565,42.3137642,541
Greenwood Community Garden,Parks,Cell 68,NA,new,NA,humancoding_fall,-71.079319,42.2969406,543
Greenwood Memorial United Methodist,Places of Worship,Cell 78,ChIJbcMj5b9744kR-xNW23AvS2g,checked,place of worship,googlapi,-71.072644,42.298419,544
"Greystone Cafe, Bakery, and Provisions",Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.0746796,42.3453017,545
Grove Hall Branch of the Boston Public Library,Community Spaces,Cell 86,ChIJ1U2AlMV744kRTPWr9S357J4,checked,library,googlapi,-71.081141,42.307964,546
Grove Hall Community Center,Community Spaces,Cell 86,ChIJUTAF7MV744kRtbMlQjBmGHk,checked,community center,googlapi,-71.080764,42.307665,547
Guys Mens Salon,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.05341464,42.36504206,548
Hall/Boynton Street Community Garden,Parks,Cell 75,NA,new,NA,humancoding_fall,-71.1116451,42.3050846,549
Harambee Park,Parks,Cell 68,ChIJs7n5eO9744kRD1UWgeoF6ho,checked,park,googlapi,-71.088464,42.292688,550
Harbor Way,Parks,Cell 163,NA,new,NA,humancoding_fall,-71.044871,42.3512576,551
Harborwalk,Parks,Cell 163,NA,new,NA,humancoding_fall,-71.051825,42.3498751,552
Harrison Urban Garden,Parks,Cell 126,ChIJT7GI5SV744kR9b5acUlnC4g,checked,garden,googlapi,-71.07005,42.338271,553
Harry Downes Playground,Parks,Cell 94,NA,new,NA,humancoding_fall,-71.1189807,42.3236475,554
Harry Ellis Dickson Park,Parks,Cell 143,NA,new,NA,humancoding_fall,-71.0870593,42.3436234,555
Harvard Mall,Parks,Cell 182,NA,new,NA,humancoding_fall,-71.0630292,42.3726161,556
Hawthorne Youth and Community Center,Community Spaces,Cell 96,ChIJPdybkCt644kRCAbFbRk37Pw,checked,community center,googlapi,-71.092382,42.3233,558
Hayden Memorial Library,Community Spaces,Cell 160,ChIJcQa3vqlw44kRwzvz55hjikg,checked,library,googlapi,-71.089511,42.359031,559
Hayes Park,Parks,Cell 144,ChIJu2XzLvZ744kRfWHh9VFklMQ,checked,park,googlapi,-71.075485,42.343739,560
Heath Square,Parks,Cell 95,NA,new,NA,humancoding_fall,-71.1003781,42.3263057,561
Hemenway Playground,Parks,Cell 70,ChIJDTAkNpl744kRn4w5QmNpHzw,checked,park,googlapi,-71.056143,42.291372,562
