name,type,cell_id,google_id,status,search,source,x,y,id
Annunciation Greek Orthodox Cathedral of New England,Places of Worship,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0934349,42.3365756,35
Apostolic Church Ghana,Places of Worship,Cell 161,ChIJfxR0kmJX5okRGfiTHtKRJsI,checked,place of worship,googlapi,-71.0779238,42.3501676,36
Arcola Street Community Park,Parks,Cell 94,NA,new,NA,humancoding_fall,-71.1086333,42.3244642,40
"Arnold Arboretum - Bradley Rosaceous Collection
",Parks,Cell 65,NA,"new, visited",NA,humancoding_fall,-71.1191028,42.3020666,41
"Arnold Arboretum - Leventritt Vine and Shrub Garden
",Parks,Cell 65,NA,"new, visited",NA,humancoding_fall,-71.1239947,42.3040182,42
Arnold Arboretum of Harvard University,Parks,Cell 74,NA,"new, visited",NA,humancoding_fall,-71.1203853,42.307173,43
Ars Libri Ltd,Social Businesses,Cell 145,ChIJJb1XRW5644kRBqEDvlcEfRE,checked,bookstore,googlapi,-71.065805,42.342114,44
Asamblea Cristiana,Places of Worship,Cell 97,ChIJZR_Pakp644kRylMrCjFStqE,checked,place of worship,googlapi,-71.071944,42.32,45
Asian Community Development Corporation,Community Spaces,Cell 162,NA,new,NA,humancoding_fall,-71.06296,42.3484565,46
Audrey Jacobs Memorial Community Garden,Parks,Cell 78,NA,new,NA,humancoding_fall,-71.0736351,42.302125,47
Ausocia Plaza,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0523113,42.3620237,48
Awaken Christian Church,Places of Worship,Cell 88,ChIJEQ7yxwd744kRCNai7OIYNPY,checked,place of worship,googlapi,-71.047622,42.304126,49
Bagheera Fountain,Parks,Cell 161,ChIJCwmxinV644kR2NUq7CHrJac,checked,fountain,googlapi,-71.069122,42.354134,50
Bahai Centre,Places of Worship,Cell 108,ChIJ1cJicDl644kRsUY8rw7dQ2s,checked,place of worship,googlapi,-71.0787067,42.3301419,51
Barbara's Bestsellers,Social Businesses,Cell 162,ChIJNdN-_YFw44kRWx64VbNgWKs,checked,bookstore,googlapi,-71.054812,42.351792,53
Barnes & Noble,Social Businesses,Cell 144,ChIJlQwTsw9644kRduc-YM1B-D0,checked,bookstore,googlapi,-71.081668,42.346058,54
Barnes & Noble Emerson College,Social Businesses,Cell 162,ChIJWxE5R3Z644kRzA68KbBO2KU,checked,bookstore,googlapi,-71.065576,42.352321,55
Barry Street Community Garden,Parks,Cell 87,NA,new,NA,humancoding_fall,-71.0685518,42.3089488,56
Baseball Park,Parks,Cell 88,NA,"new, visited",NA,humancoding_fall,-71.05213322,42.30902236,57
Basketball court,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.0919439,42.33057602,58
Basketball court,Parks,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.06611792,42.29107156,59
Basketball court,Parks,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.05724115,42.36659799,60
Bay Village Dog Park,Parks,Cell 162,NA,new,NA,humancoding_fall,-71.0664189,42.3497927,61
Bay Village Garden,Parks,Cell 162,ChIJJxfo-XN644kRtoibuP30B_0,checked,garden,googlapi,-71.068325,42.349124,62
Bay Village Neighborhood Park,Parks,Cell 162,NA,new,NA,humancoding_fall,-71.0667659,42.3495536,63
BCYF Mirabella Pool,Parks,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.053576,42.3685644,64
"Beecher Street Play Area
",Parks,Cell 84,NA,new,NA,humancoding_fall,-71.106621,42.3184307,67
Bellissimo Nails&Spa,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.05302706,42.36481688,68
Berkeley Community Garden,Parks,Cell 145,ChIJY6BSCHJ644kRqAu5dx9H7Ho,checked,garden,googlapi,-71.068441,42.344635,69
Berkeley Perk Cafe,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.0706709,42.3467823,71
Berklee College of Music Bookstore,Social Businesses,Cell 143,ChIJpe-sIBt644kR6NGLXHWpf2A,checked,bookstore,googlapi,-71.088296,42.34695,73
BESS'S CAFE,Social Businesses,Cell 93,ChIJ78R_-aB544kRNLV-g2RgE1M,checked,cafe,googlapi,-71.124424,42.327521,74
"Bessie Barnes Park
",Parks,Cell 125,NA,new,NA,humancoding_fall,-71.0840814,42.3360086,75
Bethel Baptist Church,Places of Worship,Cell 108,NA,new,NA,humancoding_fall,-71.0848374,42.3262849,76
"Bethel Highway Church Of Christ Of The Apostolic Faith, Inc.",Places of Worship,Cell 68,NA,new,NA,humancoding_fall,-71.0797201,42.2926547,77
Bethel Hispanic Seventh-Day Adventist Church,Places of Worship,Cell 79,ChIJU2WcmdR744kR_M0YZsAo6uI,checked,place of worship,googlapi,-71.061292,42.294929,78
Bethesda Healing Temple C.O.G.L.C,Places of Worship,Cell 78,ChIJs3bRjr9744kRkwdeciUtrJE,checked,place of worship,googlapi,-71.073149,42.299429,79
Bethlehem Healing Temple,Places of Worship,Cell 86,ChIJq7FvDs9744kRS4AKJnN0deM,checked,place of worship,googlapi,-71.081863,42.310289,80
Bethlehemsisterhood Church,Places of Worship,Cell 96,ChIJOzsVy9R744kR61NWz1pDFtg,checked,place of worship,googlapi,-71.094122,42.318667,81
Betty Powers Library Computer Center,Community Spaces,Cell 106,ChIJu8Kb2Y9544kRKwvQl_NHpBk,checked,library,googlapi,-71.109617,42.333693,82
Beulah Pilgrim Holiness Church,Places of Worship,Cell 86,ChIJY7eEsc9744kR4lVYeMlvZDM,checked,place of worship,googlapi,-71.083448,42.311096,83
"Beulah Pilgrim Holiness Church
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.0830459,42.3092985,84
"Bible Baptist Church
",Places of Worship,Cell 87,NA,new,NA,humancoding_fall,-71.0622304,42.3073663,85
Big Kid Playgroung,Parks,Cell 160,NA,new,NA,humancoding_fall,-71.0869147,42.3526159,86
Bill Russell Statue on City Hall Plaza,Community Spaces,Cell 174,ChIJ5woE06Nx44kRtU0vYTST45g,checked,city hall,googlapi,-71.057848,42.359742,87
Billings Creek Salt Marsh Trail,Parks,Cell 81,ChIJaTRIHqp744kR596OHQcdpEE,checked,park,googlapi,-71.029445,42.288987,88
Binford Street Park,Parks,Cell 163,NA,new,NA,humancoding_fall,-71.0532671,42.3476869,89
Black Community Info Center Inc,Community Spaces,Cell 85,ChIJG8cP2c1744kRaWG71pcYKNY,checked,community center,googlapi,-71.083464,42.314102,90
Blackstone Community Center,Community Spaces,Cell 125,ChIJ_bGAUWt644kR2j_5HYlWXOM,checked,community center,googlapi,-71.0732768,42.3403912,91
Blackstone Square,Parks,Cell 125,ChIJHz89HS1744kRNAD6Dk-A_Qo,checked,square,googlapi,-71.073551,42.339648,92
Blue Bottle Coffee,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.0811812,42.3466572,93
Boba Me,Social Businesses,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.099746,42.3323856,98
Boston Architectural College Library,Community Spaces,Cell 143,ChIJudGWCJx744kRUCxcnvFG4Jw,checked,library,googlapi,-71.085757,42.348445,99
Boston Athenaeum,Community Spaces,Cell 174,ChIJO_EfVJtw44kRyUaGBYXShhU,checked,library,googlapi,-71.0621323,42.358028,100
Boston Barber Co. Beacon Hill,Social Businesses,Cell 174,NA,new,NA,humancoding_fall,-71.06279,42.3588072,101
Boston Book Company,Social Businesses,Cell 74,ChIJ_6-uhW5544kRAIMqmdKrB2E,checked,bookstore,googlapi,-71.114556,42.311504,102
Boston Bowl,Social Businesses,Cell 80,NA,new,NA,humancoding_fall,-71.0461566,42.2941827,104
Boston Center-Youth & Families,Community Spaces,Cell 107,ChIJQYEkbIh544kRZYmY4Joaxxk,"checked, visited",community center,googlapi,-71.098243,42.33223,105
Boston Chinatown Neighborhood Center,Community Spaces,Cell 162,NA,new,NA,humancoding_fall,-71.064801,42.347974,106
Boston Chinese Evangelical Church,Places of Worship,Cell 145,ChIJY1vgvnB644kRLR5A2dMy9mA,checked,place of worship,googlapi,-71.065702,42.346209,107
Boston City Hall,Community Spaces,Cell 174,ChIJLw8wo4Vw44kRWkWR0c03LH4,checked,city hall,googlapi,-71.057993,42.360406,109
Boston Common,Parks,Cell 162,ChIJKyNuvJ1w44kRBE-pe_yDhj8,checked,park,googlapi,-71.065726,42.35509,110
Boston Common Baseball Field,Parks,Cell 161,NA,new,NA,humancoding_fall,-71.0670617,42.3538907,111
Boston Common Tennis Court,Parks,Cell 162,NA,new,NA,humancoding_fall,-71.0661247,42.3538004,112
Boston Environment Department,Community Spaces,Cell 174,ChIJUXu3voVw44kRKjcy1AvcQXE,checked,city hall,googlapi,-71.05793,42.360275,113
Boston Hair Design,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0594041,42.3535996,114
Boston Harbor Community Church,Places of Worship,Cell 183,ChIJ0Tz_MYpw44kRZIZVItV2ff0,"checked, visited",place of worship,googlapi,-71.052521,42.365964,115
Boston Harborwalk,Parks,Cell 129,ChIJ6aWILe1644kRuxV8cxcFzkg,checked,park,googlapi,-71.035642,42.329263,116
Boston Islamic Center,Places of Worship,Cell 96,NA,new,NA,humancoding_fall,-71.0933659,42.3205075,118
Boston Missionary Baptist Church,Places of Worship,Cell 109,NA,new,NA,humancoding_fall,-71.0766287,42.3273876,120
Boston Public Library,Social Businesses,Cell 68,NA,new,NA,humancoding_fall,-71.0863472,42.295581,121
Boston Public Library - Central Library,Community Spaces,Cell 144,ChIJU_ibQgx644kRc6zBW_5d1Lk,checked,library,googlapi,-71.078188,42.349314,122
Boston Public School Administration Lib,Community Spaces,Cell 88,ChIJqVEtha5744kRyK9mrYPxG1A,checked,library,googlapi,-71.055892,42.308848,123
Boston Spanish SDA Church,Places of Worship,Cell 98,NA,new,NA,humancoding_fall,-71.0629862,42.3165108,126
Boston University Marsh Church,Places of Worship,Cell 142,NA,"new, visited",NA,humancoding_fall,-71.1064744,42.3505268,127
Boston University Science Library,Community Spaces,Cell 142,ChIJow7qJPd544kR8v4i3eux4L0,checked,library,googlapi,-71.102257,42.348472,128
Boston Urban Wilds,Parks,Cell 64,ChIJFeciWiV544kRTP7zTSQuC8A,checked,park,googlapi,-71.133814,42.298973,129
Boston Vhinese Church of Saving Grace,Places of Worship,Cell 162,NA,new,NA,humancoding_fall,-71.0669108,42.3494327,130
Boston's Basilica of Our Lady of Perpetual Help,Places of Worship,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.1001376,42.3330994,131
Boston's Old City Hall,Community Spaces,Cell 174,ChIJQ7Q7joRw44kRj_kfu-LuUyw,checked,city hall,googlapi,-71.05922,42.358062,132
Bowditch Garden,Parks,Cell 75,NA,new,NA,humancoding_fall,-71.1091456,42.3115582,134
Bowdoin Square Theatre,Parks,Cell 174,ChIJuzUYS4Vw44kRC4cH1SUhSnM,checked,square,googlapi,-71.061559,42.361385,135
"Boylston Congregational Church
",Places of Worship,Cell 84,NA,new,NA,humancoding_fall,-71.1029465,42.3168907,136
Boylston Street Playground,Parks,Cell 93,NA,new,NA,humancoding_fall,-71.1217273,42.3311402,137
Braddock Park,Parks,Cell 144,ChIJOfreMRJ644kRlnKu114w8ck,checked,park,googlapi,-71.078738,42.344325,138
Brassica Kitchen + Cafe,Social Businesses,Cell 66,ChIJ_yTpjkN544kRUPb35E7CcnM,checked,cafe,googlapi,-71.113075,42.300249,139
Brattle Book Shop,Social Businesses,Cell 162,ChIJ6w6dMZ1w44kR_UV15er0TqU,checked,bookstore,googlapi,-71.061998,42.354665,140
Brewer Fountain,Parks,Cell 162,ChIJ78uiwpxw44kRwsrIkp-4NK8,checked,fountain,googlapi,-71.063103,42.356194,141
Brewer-burroughs playground,Parks,Cell 74,NA,"new, visited",NA,humancoding_fall,-71.1154718,42.3116686,142
Bromer Booksellers and Gallery,Social Businesses,Cell 161,ChIJHUQqZQx644kRQR2UmK8SPOM,checked,bookstore,googlapi,-71.077228,42.35043,144
Bromley Heath Play Area,Parks,Cell 95,NA,new,NA,humancoding_fall,-71.1023721,42.3252447,147
Bromley Heath Playgroun,Parks,Cell 95,NA,new,NA,humancoding_fall,-71.1016801,42.3241897,148
Brookline Avenue Playground,Parks,Cell 106,ChIJ89Lc8ZB544kRjox4MzjR954,checked,park,googlapi,-71.1127,42.3346,149
"Brookside Community Garden
",Parks,Cell 84,NA,new,NA,humancoding_fall,-71.1043796,42.3133642,150
Brothers Barber Shop,Social Businesses,Cell 86,NA,new,NA,humancoding_fall,-71.0731366,42.3099207,151
Brunswick-King Play Area,Parks,Cell 86,NA,new,NA,humancoding_fall,-71.0777889,42.3098923,152
Buckley Playground,Parks,Cell 146,ChIJTRJLLoh644kR2S0jD3qg-Y8,checked,park,googlapi,-71.049127,42.339256,153
Buckwood/Claremont Community Garden,Parks,Cell 144,NA,new,NA,humancoding_fall,-71.0817604,42.3428137,155
BUild Lab,Community Spaces,Cell 142,NA,"new, visited",NA,humancoding_fall,-71.10675775,42.34977556,156
Bullard Community Garden,Parks,Cell 78,NA,new,NA,humancoding_fall,-71.0739636,42.3024037,157
Bussey Brook Meadow,Parks,Cell 65,NA,"new, visited",NA,humancoding_fall,-71.118837,42.2990973,158
Butterfly Garden,Parks,Cell 95,NA,new,NA,humancoding_fall,-71.1040404,42.326965,159
Butterfly Meadow,Parks,Cell 125,NA,new,NA,humancoding_fall,-71.0828377,42.3419496,160
Byrne playground,Parks,Cell 79,NA,new,NA,humancoding_fall,-71.0524529,42.3009571,161
C&J Nail Spa,Social Businesses,Cell 183,NA,new,NA,humancoding_fall,-71.0557291,42.3637044,162
Cafe 472,Social Businesses,Cell 143,NA,new,NA,humancoding_fall,-71.0936466,42.3486895,164
Cafe Beirut,Social Businesses,Cell 83,ChIJZ2tna25544kRDl4eX1UvRZM,checked,cafe,googlapi,-71.113945,42.313029,165
Cafe Landwer,Social Businesses,Cell 142,NA,"new, visited",NA,humancoding_fall,-71.1057019,42.34681,166
Cafe Madeleine,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.0800342,42.3422349,167
Café Quattro,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,-71.0744394,42.3356926,168
Caffè Bene,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,-71.0847752,42.3423706,169
Caffe Dello Sport,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.05406575,42.36432192,170
Caffè Nero,Social Businesses,Cell 74,ChIJu0qcmW5544kRTsfNRhjcoOc,"checked, visited",cafe,googlapi,"-71.114883, -71.1148833","42.311038, 42.3110378",171
Caffè Nero,Social Businesses,Cell 123,NA,new,NA,humancoding_fall,-71.1008569,42.3439669,172
Caffè Nero,Social Businesses,Cell 143,NA,new,NA,humancoding_fall,-71.0866197,42.3435718,173
Caffe Victoria,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.05435409,42.36409785,174
Calvary Baptist Church,Places of Worship,Cell 70,NA,new,NA,humancoding_fall,-71.0606478,42.286942,175
"Calvary Church International
",Places of Worship,Cell 87,NA,new,NA,humancoding_fall,-71.0614093,42.3077201,176
Campus Park,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0902101,42.3370527,177
Caramelo Bakery & Cafe,Social Businesses,Cell 86,ChIJhz_pgwl744kRKIb6t-vzTzw,checked,cafe,googlapi,-71.081107,42.311795,179
Carbon Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.063955,42.3537159,180
Cardinal Cushing Memorial Park,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0624716,42.3615223,182
Carleton Court Dog Park,Parks,Cell 144,ChIJuVpTERJ644kRJsGfPdXly5M,checked,park,googlapi,-71.078491,42.345472,183
Carson Beach,Parks,Cell 111,NA,new,NA,humancoding_fall,-71.0480234,42.3262055,184
Carter Playground,Parks,Cell 125,NA,new,NA,humancoding_fall,-71.0848494,42.338948,185
Castle Hair Studio,Social Businesses,Cell 97,NA,new,NA,humancoding_fall,-71.0779648,42.3209597,186
Castle Island,Parks,Cell 149,ChIJ7-GJrK9644kRInm_7z6TAFc,checked,park,googlapi,-71.012521,42.33787,187
Castle Island Playground,Parks,Cell 149,NA,new,NA,humancoding_fall,-71.0117151,42.3370452,188
Castle Square,Parks,Cell 145,ChIJ8_TzP3J644kRl-ymkHWuffw,checked,square,googlapi,-71.069066,42.345916,189
Castle Square Community Center,Community Spaces,Cell 145,ChIJ_2PsO3J644kR1-77hCwtMBQ,checked,square,googlapi,-71.068639,42.346132,190
Castle Square Tenants Organization,Community Spaces,Cell 145,ChIJUSi9R3J644kReYADQsbIOfQ,checked,square,googlapi,-71.069039,42.346147,191
Cathedral of the Holy Cross,Places of Worship,Cell 145,NA,new,NA,humancoding_fall,-71.0698952,42.3410338,192
Cedar Square Park,Parks,Cell 96,NA,new,NA,humancoding_fall,-71.089594,42.3247934,193
Cedar Street Garden,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.093156,42.327462,194
Cedar-Juniper Natural Area,Parks,Cell 96,NA,new,NA,humancoding_fall,-71.089525,42.3241978,195
Centre Place Garden,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.0944489,42.3288745,198
Ceylon Park,Parks,Cell 86,ChIJ754o0cl744kRxNI8vOe_a6g,checked,park,googlapi,-71.073919,42.310139,200
Chabad,Places of Worship,Cell 162,NA,new,NA,humancoding_fall,-71.0678986,42.3499557,201
Chandler Tremont Plaza,Parks,Cell 145,NA,new,NA,humancoding_fall,-71.0688705,42.3473636,202
Channel Park,Parks,Cell 145,NA,new,NA,humancoding_fall,-71.0608615,42.3436797,203
Chapel of Mary,Places of Worship,Cell 174,ChIJJdPF5RSF5IkReel5CnHRsWE,checked,place of worship,googlapi,-71.058616,42.356837,204
Charles Bank Playground,Parks,Cell 173,NA,new,NA,humancoding_fall,-71.0697825,42.3656391,205
Charles Filot Memorial,Parks,Cell 173,NA,new,NA,humancoding_fall,-71.0730197,42.3594657,206
Charles Hayden Planetarium,Other,Cell 182,NA,new,NA,humancoding_fall,-71.0702187,42.3668027,207
Charles Riv Esplanade,Parks,Cell 161,NA,new,NA,humancoding_fall,-71.0788835,42.3556379,208
Charles River Church,Places of Worship,Cell 64,ChIJHZN1PM1-44kRdwjXHohVHu4,checked,place of worship,googlapi,-71.1299953,42.2987997,209
"Charles Street AME Church
",Places of Worship,Cell 85,NA,new,NA,humancoding_fall,-71.083799,42.3128607,210
Charlesbank Landing,Parks,Cell 173,NA,new,NA,humancoding_fall,-71.0706175,42.3645686,212
Charter Street Park,Parks,Cell 183,ChIJoUioyYtw44kR9CIf4Zd3ME4,"checked, visited",park,googlapi,-71.053251,42.366789,214
Chester Park,Parks,Cell 125,NA,new,NA,humancoding_fall,-71.0789216,42.3384316,215
Child Street Park,Parks,Cell 182,ChIJO1oGS_Vx44kRPChA3ZwXzfw,checked,park,googlapi,-71.072144,42.371662,216
Children Wharf Harborwalk,Parks,Cell 163,NA,new,NA,humancoding_fall,-71.0494579,42.3525456,217
Childrens Park,Parks,Cell 86,ChIJSxwtC4F744kRtsUeCv1DVEk,checked,park,googlapi,-71.078109,42.310592,218
Chill on Park,Social Businesses,Cell 79,ChIJge3PPKN744kRjT8vKoA6ekA,checked,cafe,googlapi,-71.06044,42.298648,219
Chinatown Branch of the Boston Public Library,Community Spaces,Cell 162,ChIJ2WeE6nd644kRBsjMC3gkmis,checked,library,googlapi,-71.062795,42.35215,220
Chinese Bible Church of Greater Boston - City outreach minisrty,Places of Worship,Cell 142,ChIJJ8rwVMl544kRVF9KJ99OsLA,"checked, visited",place of worship,googlapi,-71.104712,42.3470361,221
"Christ Apostolic Church Calvary
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,-71.0656086,42.3007973,222
Christ Church Unity Boston,Places of Worship,Cell 123,NA,new,NA,humancoding_fall,-71.1104789,42.3423654,223
Christ the King Dorchester - Office,Places of Worship,Cell 79,ChIJ5ZUjkaR744kRvZ3iFl-FJbI,checked,place of worship,googlapi,-71.059733,42.301068,224
Christ the King Ukrainian Catholic Church,Places of Worship,Cell 75,NA,new,NA,humancoding_fall,-71.1021051,42.3075544,225
Christ the Rock Church,Places of Worship,Cell 98,ChIJJTFXw1J644kRqtcznLfZAdU,checked,place of worship,googlapi,-71.059473,42.315416,226
Christian Assembly Pentecostal Church,Places of Worship,Cell 173,ChIJncAn0ptw44kR0zcHbYTYY8I,checked,place of worship,googlapi,-71.066996,42.360653,227
Christian Faith Baptism Church,Places of Worship,Cell 86,ChIJNz_Kuu9744kRGv9-UQPxRJg,checked,place of worship,googlapi,-71.077331,42.311966,228
Christian Science Church Reading Room & Bookstore,Social Businesses,Cell 94,ChIJvZ_egoJ544kRuELW_zDkMas,checked,bookstore,googlapi,-71.106897,42.322729,229
Christian Science Plaza,Parks,Cell 143,ChIJ__-phBB644kRHe4I-52hNi4,checked,fountain,googlapi,-71.084893,42.344149,230
Christian Science Reading Room,Social Businesses,Cell 143,ChIJn8a8ixp644kRwDnr7DYmXlI,checked,bookstore,googlapi,-71.0867371,42.3456124,231
Christopher Coloumbus Playground,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0512042,42.3617427,232
Christopher Columbus Waterfront Park,Parks,Cell 174,ChIJj_zwcYhw44kRnACtdwYYGDI,checked,park,googlapi,-71.051634,42.360992,233
Christopher Lee Playground,Parks,Cell 148,ChIJte68Upd644kRygiQ_vSSYUg,"checked, visited",park,googlapi,-71.030861,42.338079,234
Church in Roxbury,Places of Worship,Cell 108,NA,new,NA,humancoding_fall,-71.0898632,42.3301392,236
Church Kendra L,Places of Worship,Cell 106,ChIJ1ek-341544kRUvGptaZNMlE,checked,place of worship,googlapi,-71.1074718,42.3374749,237
Church of Christ,Places of Worship,Cell 125,ChIJFXnhaP1744kRQdQyC2h1QO8,checked,place of worship,googlapi,-71.076321,42.338627,238
Church of God of Prophecy,Places of Worship,Cell 96,ChIJ6bYQtzN644kRe2N1OwamXjQ,checked,place of worship,googlapi,-71.081658,42.321498,239
Church of God of Prophecy,Places of Worship,Cell 68,NA,new,NA,humancoding_fall,-71.080923,42.2971469,240
"Church of God, Bethel of Boston",Places of Worship,Cell 78,ChIJ1wHpdMB744kRVVQmi-NZE3s,checked,place of worship,googlapi,-71.073779,42.299204,241
Church of Our Savior,Places of Worship,Cell 123,NA,new,NA,humancoding_fall,-71.1091699,42.3444193,242
Church of the Advent,Places of Worship,Cell 173,ChIJKQYNEZ9w44kRKF7iZpSk1uI,checked,place of worship,googlapi,-71.0717181,42.3578008,243
Church of the Cross,Places of Worship,Cell 124,ChIJyy4-avF544kRFguEOQOPMqs,"checked, visited",place of worship,googlapi,-71.097456,42.343311,244
Church on the Hill,Places of Worship,Cell 174,ChIJV66aRJtw44kRhZvHkY3vvzQ,checked,place of worship,googlapi,-71.062716,42.358597,246
Churchill Fire Seating Area,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.08887143,42.33858994,249
Citadel of Love Worship Center,Places of Worship,Cell 98,ChIJlx1NVfWR5IkRHZGvwna0WHg,checked,place of worship,googlapi,-71.064216,42.316321,250
City Hall Plaza,Community Spaces,Cell 174,ChIJq-CSxqRx44kRiDV6SeNdWVs,checked,city hall,googlapi,-71.05932,42.360128,252
City Hall Plaza,Community Spaces,Cell 174,ChIJnRMNp4Vw44kRauqPJozMi9U,checked,NA,googlapi,-71.058439,42.360167,253
City Nail & Spa,Social Businesses,Cell 145,NA,new,NA,humancoding_fall,-71.0675,42.3422795,254
City on a Hill Church Forest Hills,Places of Worship,Cell 66,ChIJH6zLI7Z544kRkAFvzAK6R_Y,checked,place of worship,googlapi,-71.1095092,42.3009822,259
City Roots-Dorchester,Community Spaces,Cell 98,ChIJAZ7BX7N744kR9FqrHFTo_qc,checked,city hall,googlapi,-71.067564,42.314817,260
City Square Park,Parks,Cell 182,ChIJA8faq5Jw44kRUMizyzA65gk,checked,fountain,googlapi,-71.061848,42.371792,262
City Wide Outreach Ministries,Community Spaces,Cell 97,NA,new,NA,humancoding_fall,-71.0739021,42.320444,263
Claredon Street Lot Playground,Parks,Cell 161,NA,new,NA,humancoding_fall,-71.0765437,42.3527486,266
Clark Playground,Parks,Cell 93,ChIJJX0bw6B544kRQ3Awz1IqFYI,checked,park,googlapi,-71.12582,42.32753,268
Clayborne Street Dorchester Garden,Parks,Cell 78,NA,new,NA,humancoding_fall,-71.0716174,42.2983115,269
Clemente Field,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0975027,42.3407566,270
Clementine Park,Parks,Cell 70,NA,new,NA,humancoding_fall,-71.065302,42.2922136,271
Clifford Playground,Parks,Cell 109,ChIJk8F2F0Z644kRQJhm-wAdzRg,checked,park,googlapi,-71.068909,42.326289,272
Clock Tower ,Parks,Cell 163,NA,new,NA,humancoding_fall,-71.0422362,42.3496219,273
Coco Head Hair Syudio,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.062055,42.3510768,274
Coco Leaf,Social Businesses,Cell 79,ChIJI3MfYaN744kRIgZJ71xwTIM,checked,cafe,googlapi,-71.06005,42.300084,275
Codman Square Branch of the Boston Public Library,Community Spaces,Cell 69,ChIJFZT8fI1744kR-Yg2ruXt9fA,"checked, visited",library,googlapi,-71.0710642,42.287539,278
Codman Square Market,Social Businesses,Cell 95,ChIJ0xFocoJ544kRVZj3u6q28YQ,checked,square,googlapi,-71.104941,42.322816,284
Codman Square Park,Parks,Cell 69,ChIJg4gOi-5744kRy24k4Ej_9JM,"checked, visited",park,googlapi,-71.071113,42.290279,287
Coffee Shop @ Boston Public Library,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.0790717,42.349318,289
Colpoys Library,Community Spaces,Cell 60,ChIJIwLQKXZ844kR4mxcjnk95P4,checked,library,googlapi,-71.066216,42.278075,291
Columbia Point Community Garden,Parks,Cell 111,NA,new,NA,humancoding_fall,-71.0457382,42.3185325,292
Columbus Park / Andrew Square,Parks,Cell 127,ChIJhUptB15644kRuRUUfhkhiT8,checked,NA,googlapi,-71.057205,42.331948,293
Comicopia,Social Businesses,Cell 143,ChIJl-0syxx644kR1XSUyCx79v4,checked,bookstore,googlapi,-71.093045,42.348631,294
Common Church,Places of Worship,Cell 144,NA,new,NA,humancoding_fall,-71.0748507,42.3484932,297
Commonwealth Books,Social Businesses,Cell 174,ChIJQ6ujkkX42oARDshlYHXqfWs,checked,bookstore,googlapi,-71.057556,42.357401,298
Community Arts Advocates Inc,Community Spaces,Cell 75,ChIJXwS7AmN544kR-u01bye8KwE,checked,community center,googlapi,-71.100336,42.310139,299
Community Center,Places of Worship,Cell 125,ChIJZ0AvsD9644kRrAIs5d-GB10,checked,place of worship,googlapi,-71.076031,42.334476,300
Community Church of Boston,Places of Worship,Cell 161,NA,new,NA,humancoding_fall,-71.076349,42.3506485,301
Community Church of God,Places of Worship,Cell 95,ChIJLwiRGIB544kRUx7XAb0Hp-g,checked,place of worship,googlapi,-71.098663,42.321604,302
Community Church of Neponset,Places of Worship,Cell 72,ChIJhSnHdXF744kRgt5aJTdIk2c,checked,place of worship,googlapi,-71.040964,42.286466,303
Community Garden,Parks,Cell 83,NA,new,NA,humancoding_fall,-71.1080579,42.3200944,304
"Community Gospel Chapel
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.0819389,42.3123305,305
Community Revival & Outreach,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,-71.0854041,42.3340822,308
Community Room at ExtraSpace Storage,Community Spaces,Cell 75,ChIJU1sH4RJ544kRVCz3U3wKC9M,checked,community center,googlapi,-71.10994,42.305142,309
Community Servings,Community Spaces,Cell 84,NA,new,NA,humancoding_fall,-71.1028933,42.3180879,310
"Concord Playground
",Parks,Cell 76,NA,new,NA,humancoding_fall,-71.0897775,42.3050094,313
